centroid_id,nearest_station,centroid_crime_count,n_centroids_in_station,uniform_share_in_station,crime_share_in_station,location_share_raw,location_share_in_station,nearest_tree_dist_m,trees_within_10m,trees_within_25m,trees_within_50m,env_within_10m,env_within_25m,env_within_50m,min_station_dist_m,mean_station_dist_m,num_stations_in_radius_from_list,lat,lon
91,Brooklyn Village,142,18,0.05555555555555555,0.08690330477356181,0.06809465524275807,0.06809465524275807,4.928940783934404,2.0,10.0,26.0,0.0,0.0,17.0,270.46,270.46,0.0,35.223194,-80.846399
92,3rd St/Convention,260,15,0.06666666666666667,0.07791429427629608,0.07116571771051844,0.07116571771051844,15.400769119819111,0.0,12.0,46.0,0.0,4.0,10.0,469.97,469.97,0.0,35.22492,-80.846381
93,3rd St/Convention,82,15,0.06666666666666667,0.024572969733293377,0.049829187893317355,0.049829187893317355,52.97716965974586,0.0,0.0,0.0,0.0,0.0,2.0,384.97,384.97,1.0,35.225652,-80.846481
94,3rd St/Convention,12,15,0.06666666666666667,0.003596044351213665,0.04143841774048547,0.04143841774048547,3.354698592649553,1.0,8.0,25.0,0.0,0.0,3.0,447.69,447.69,1.0,35.22658,-80.846392
95,Brooklyn Village,184,18,0.05555555555555555,0.11260709914320685,0.07837617299061608,0.07837617299061608,11.773574343564622,0.0,8.0,26.0,0.0,0.0,0.0,270.46,270.46,0.0,35.220786,-80.845514
96,3rd St/Convention,45,15,0.06666666666666667,0.013485166317051244,0.0453940665268205,0.0453940665268205,11.874546892856015,0.0,24.0,95.0,0.0,9.0,9.0,469.97,469.97,0.0,35.223973,-80.845254
97,3rd St/Convention,398,15,0.06666666666666667,0.11926880431525322,0.0877075217261013,0.0877075217261013,14.772924115415167,0.0,14.0,49.0,0.0,8.0,12.0,469.97,469.97,0.0,35.225651,-80.845306
98,CTC/Arena,309,17,0.058823529411764705,0.02497978981406629,0.04528603357268534,0.04528603357268534,24.293402964746857,0.0,2.0,22.0,0.0,0.0,2.0,460.12,460.12,0.0,35.22733,-80.845307
99,CTC/Arena,246,17,0.058823529411764705,0.01988682295877122,0.04324884683056731,0.04324884683056731,25.54260652176819,0.0,0.0,10.0,0.0,0.0,1.0,556.86,556.86,1.0,35.228968,-80.84514
100,Brooklyn Village,75,18,0.05555555555555555,0.04589963280293757,0.051693186454508364,0.051693186454508364,23.88512687220153,0.0,2.0,18.0,0.0,0.0,1.0,270.46,270.46,0.0,35.219973,-80.844631
101,3rd St/Convention,470,15,0.06666666666666667,0.14084507042253522,0.0963380281690141,0.0963380281690141,21.9063366562965,0.0,12.0,51.0,0.0,0.0,0.0,469.97,469.97,0.0,35.224709,-80.844206
102,CTC/Arena,767,17,0.058823529411764705,0.06200485044462409,0.060096057824908455,0.060096057824908455,8.447193939426734,4.0,14.0,44.0,4.0,10.0,32.0,460.12,460.12,0.0,35.226412,-80.844208
103,CTC/Arena,264,17,0.058823529411764705,0.02134195634599838,0.043830900185458176,0.043830900185458176,13.532379815623955,0.0,6.0,19.0,0.0,1.0,4.0,429.4,429.4,1.0,35.228131,-80.844166
104,Brooklyn Village,67,18,0.05555555555555555,0.04100367197062423,0.04973480212158303,0.04973480212158303,16.332479633231788,0.0,2.0,9.0,0.0,0.0,3.0,403.56,403.56,1.0,35.219052,-80.843542
105,3rd St/Convention,280,15,0.06666666666666667,0.08390770152831885,0.07356308061132755,0.07356308061132755,18.984763919580235,0.0,9.0,57.0,0.0,0.0,0.0,469.97,469.97,0.0,35.222248,-80.843363
106,CTC/Arena,426,17,0.058823529411764705,0.03443815683104284,0.04906938037947596,0.04906938037947596,12.451090566054813,0.0,6.0,26.0,0.0,0.0,2.0,460.12,460.12,0.0,35.225467,-80.843098
107,CTC/Arena,1676,17,0.058823529411764705,0.1354890864995958,0.08948975224689715,0.08948975224689715,19.323182648279857,0.0,6.0,44.0,0.0,10.0,62.0,460.12,460.12,0.0,35.227199,-80.843083
108,CTC/Arena,256,17,0.058823529411764705,0.020695230396119646,0.04357220980550668,0.04357220980550668,27.315029002852008,0.0,0.0,4.0,0.0,0.0,1.0,460.12,460.12,1.0,35.228926,-80.843025
109,Brooklyn Village,23,18,0.05555555555555555,0.014075887392900856,0.038963688290493674,0.038963688290493674,19.93110855823936,0.0,3.0,9.0,0.0,0.0,2.0,525.07,525.07,1.0,35.218261,-80.84261
110,3rd St/Convention,219,15,0.06666666666666667,0.06562780940964938,0.06625112376385975,0.06625112376385975,20.605121763694505,0.0,4.0,18.0,0.0,0.0,12.0,469.97,469.97,0.0,35.221184,-80.842679
111,3rd St/Convention,113,15,0.06666666666666667,0.03386275097392868,0.05354510038957147,0.05354510038957147,3.5239655891287573,3.0,21.0,51.0,0.0,0.0,0.0,469.97,469.97,0.0,35.223007,-80.842269
112,3rd St/Convention,91,15,0.06666666666666667,0.027270002996703627,0.050908001198681455,0.050908001198681455,14.716917516753664,0.0,6.0,29.0,0.0,0.0,2.0,469.97,469.97,0.0,35.220123,-80.841999
113,CTC/Arena,3356,17,0.058823529411764705,0.271301535974131,0.14381473203671122,0.14381473203671122,13.095393850415071,0.0,15.0,66.0,0.0,9.0,12.0,460.12,460.12,0.0,35.226243,-80.841973
114,CTC/Arena,1096,17,0.058823529411764705,0.08860145513338723,0.07073469970041371,0.07073469970041371,7.792224077892593,2.0,14.0,37.0,0.0,11.0,23.0,460.12,460.12,0.0,35.227994,-80.841946
115,7th Street,22,20,0.05,0.005817028027498678,0.03232681121099947,0.03232681121099947,12.8205328257532,0.0,3.0,12.0,0.0,1.0,3.0,445.24,445.24,1.0,35.229707,-80.841901
116,3rd St/Convention,21,15,0.06666666666666667,0.006293077614623914,0.04251723104584956,0.04251723104584956,9.715872185480267,2.0,14.0,44.0,0.0,0.0,0.0,469.97,469.97,0.0,35.222159,-80.841275
117,CTC/Arena,324,17,0.058823529411764705,0.026192400970088923,0.04577107803509439,0.04577107803509439,12.928149576773176,0.0,12.0,20.0,0.0,0.0,5.0,460.12,460.12,0.0,35.223788,-80.841164
118,CTC/Arena,459,17,0.058823529411764705,0.03710590137429264,0.05013647819677588,0.05013647819677588,10.82647247513297,0.0,18.0,86.0,0.0,3.0,6.0,460.12,460.12,0.0,35.227041,-80.840856
119,7th Street,297,20,0.05,0.07852987837123215,0.06141195134849286,0.06141195134849286,8.873636574156393,2.0,8.0,30.0,2.0,4.0,19.0,372.02,372.02,0.0,35.228772,-80.840838
120,3rd St/Convention,146,15,0.06666666666666667,0.043751872939766255,0.0575007491759065,0.0575007491759065,21.213575387138466,0.0,3.0,18.0,0.0,0.0,0.0,359.3,359.3,1.0,35.221303,-80.840288
121,CTC/Arena,220,17,0.058823529411764705,0.01778496362166532,0.04240810309572495,0.04240810309572495,12.309288975378607,0.0,9.0,40.0,0.0,0.0,0.0,460.12,460.12,0.0,35.222953,-80.840194
122,CTC/Arena,349,17,0.058823529411764705,0.028213419563459984,0.04657948547244282,0.04657948547244282,12.263351029567836,0.0,9.0,39.0,3.0,3.0,6.0,460.12,460.12,0.0,35.224569,-80.839996
123,7th Street,618,20,0.05,0.1634056054997356,0.09536224219989424,0.09536224219989424,14.47002293243841,0.0,33.0,69.0,0.0,6.0,8.0,372.02,372.02,0.0,35.227841,-80.839745
124,7th Street,221,20,0.05,0.05843469063987308,0.053373876255949235,0.053373876255949235,6.925424064199982,2.0,12.0,32.0,0.0,4.0,8.0,372.02,372.02,0.0,35.229505,-80.839786
125,9th Street,47,39,0.02564102564102564,0.012536676447052548,0.020399285963436403,0.020399285963436403,5.392983459592417,4.0,10.0,18.0,0.0,0.0,0.0,465.64,465.64,1.0,35.231162,-80.839797
126,9th Street,23,39,0.02564102564102564,0.006134969325153374,0.017838603114676735,0.017838603114676735,2.2741649255745866,4.0,11.0,13.0,0.0,0.0,0.0,566.71,566.71,1.0,35.232923,-80.839833
127,CTC/Arena,142,17,0.058823529411764705,0.011479385610347614,0.03988587189119787,0.03988587189119787,5.232806790572972,2.0,14.0,50.0,0.0,0.0,4.0,460.12,460.12,0.0,35.2221,-80.839211
128,9th Street,26,39,0.02564102564102564,0.006935182715390771,0.01815868847077169,0.01815868847077169,5.180917223280642,1.0,1.0,5.0,0.0,0.0,2.0,536.96,536.96,1.0,35.233081,-80.839224
129,CTC/Arena,110,17,0.058823529411764705,0.00889248181083266,0.038851110371391884,0.038851110371391884,20.551342114616418,0.0,6.0,36.0,0.0,0.0,0.0,460.12,460.12,0.0,35.223768,-80.839041
130,7th Street,684,20,0.05,0.1808566895822316,0.10234267583289265,0.10234267583289265,10.729405881467036,0.0,6.0,15.0,0.0,0.0,3.0,372.02,372.02,0.0,35.228585,-80.838701
