OBJECTID,GEOID,Minor_pct,Poverty_pct,Senior_pct,BIPOC_pct,ZeroCar_pct,Disability_pct,LEP_pct,Score_State,Score_Division,Score_MPO,Score_County,Key_CountyFIPS,Key_DivNbr,Key_MPO,GlobalID,Shape__Area,Shape__Length
277,371190058282,0.362288136,0.033898305,0.025423729,0.095338983,0,0,0,8,8,8,8,119,10,Charlotte Regional Transportation Planning Organization,02e738b6-8241-4abc-9439-c53d806372be,4.16310952005006E-05,0.0308770343316435
278,371190058291,0.108571429,0.112857143,0.264285714,0.647142857,0.132653061,0.248397436,0,11.5,12,10.5,10.5,119,10,Charlotte Regional Transportation Planning Organization,ab0ed72b-da12-4eee-aab3-66c9ee9ccb2c,0.000187790177960778,0.0746586827016999
279,370810136024,0.145320197,0.315270936,0.11001642,0.659277504,0.157563025,0.126482213,0,12.5,13.5,12,11,81,7,High Point Urban Area MPO,89493ec9-896e-47b6-9562-00a05c9984d9,8.1164875837203E-05,0.0401105891386494
280,370810137001,0.221714286,0.091428571,0.098285714,0.004571429,0,0.049079755,0.018495684,9,9,9,9,81,7,High Point Urban Area MPO,dd32379b-24e4-442d-93d8-b89822d68c5e,8.38884163840703E-05,0.0468901849648039
281,371290117012,0.076672104,0.041870582,0.502446982,0.056552474,0.01659292,0.1811071,0.005047672,8.5,8.5,8.5,8.5,129,3,Wilmington Urban Area MPO,99214685-c23b-4f08-819b-cc3d06c8ce7c,0.000228066179033704,0.0787234670277901
282,370810137002,0.159901599,0.111931119,0.175891759,0.045510455,0.011019284,0.037441498,0,8.5,8.5,8.5,8.5,81,7,High Point Urban Area MPO,15e4fc3a-e311-4324-9542-72084d3afc2a,6.69487001232483E-05,0.0481241537178825
283,370810137004,0.178628389,0.014354067,0.330143541,0.124401914,0,0.109343936,0.029824561,7.5,7.5,7.5,7.5,81,7,High Point Urban Area MPO,66289c60-9463-4524-a189-26fa168575ed,0.00011403131611587,0.0613896279068851
284,371619612002,0.182468694,0.251341682,0.249552773,0.171735242,0.057199211,0.220072551,0.063291139,11,13,14,12,161,13,Isothermal RPO,1e3acb01-5355-4b95-9a0c-5d1dadee7356,0.000854939076361916,0.141772493203935
285,371190053082,0.218617772,0.361071932,0.035260931,0.994358251,0.32,0.074712644,0.285714286,16.5,16.5,16.5,16.5,119,10,Charlotte Regional Transportation Planning Organization,804b42c3-42e8-424c-a6e2-459e83a4972f,2.66832487341162E-05,0.0245913988951671
286,370810116023,0.398589065,0.278659612,0.102292769,0.463844797,0,0.074850299,0.092213115,13,13,13,13,81,7,Greensboro Urban Area MPO,c53569d7-7280-413a-9bc4-1f49bfa7373a,6.62629320231645E-05,0.0602791048927243
287,370810119041,0.244444444,0.155555556,0.076068376,0.636324786,0.063040791,0.144927536,0.046772685,13.5,14.5,12,12,81,7,Greensboro Urban Area MPO,80f13409-b7f4-4306-a289-76a1270f645b,0.000202768807639586,0.0605896922546739
288,370850709042,0.211995473,0.158053565,0.114673708,0.359486986,0.09127789,0.216082881,0.006072874,12,12,14.5,12.5,85,6,Capital Area MPO,ab425ceb-e7c8-4036-9c66-75a8c8b1fce1,0.00138095949591843,0.20441540335895
289,370850714022,0.423473434,0.330095163,0.026566217,0.435765266,0,0.085985483,0.030411877,12.5,12.5,11,13.5,85,6,Fayetteville Area MPO,8af78133-f806-4d43-a5a0-b4f46a011597,0.00487671675318779,0.317309945744417
290,370850712042,0.326325088,0.247526502,0.0795053,0.493462898,0.003452244,0.218141169,0.0223169,14.5,13.5,14.5,15.5,85,6,Fayetteville Area MPO,66cf2bac-75cf-4450-9d42-9ba16345d0a1,0.00222980889043356,0.219993763709998
291,370970612012,0.105162524,0.163161249,0.166347992,0.187380497,0,0.182804028,0.064453125,8,9,8,10,97,12,Charlotte Regional Transportation Planning Organization,1eaeeff8-2356-4caf-a458-0eb6747cc180,0.00134139919214249,0.176832368412741
292,371790208005,0.153144016,0.135902637,0.388438134,0.069979716,0,0.18627451,0,7.5,7.5,6.5,8,179,10,Rocky River RPO,598a45ee-185a-445a-8112-405f53d27f54,0.00484441343019171,0.37939399612205
293,371190030122,0.237360093,0.20571208,0.106522578,0.392898495,0.01372549,0.064983888,0.061696658,12,11.5,11.5,11.5,119,10,Charlotte Regional Transportation Planning Organization,4c4e0fa8-0161-4c2d-a406-5f83ad9788e7,0.000149372534224312,0.0499961352696018
294,371190061031,0.197911487,0.156638488,0.156638488,0.380407757,0.005625879,0.086640212,0.02866242,11,10.5,10.5,10.5,119,10,Charlotte Regional Transportation Planning Organization,8114a96c-cb99-49d2-9b1f-7da38185297b,0.000599562335082737,0.10698880737983
295,371690705041,0.192341166,0.211923412,0.108355091,0.0256745,0,0.218271335,0.000938967,11,11,11,11,169,9,Winston Salem Urban Area MPO,1c8e71e7-922e-40c7-8ac6-76e02fe56a84,0.00233725053112721,0.289260575698541
296,371690706003,0.195738355,0.171456888,0.266105055,0.03716551,0.032042724,0.176394293,0,9.5,8.5,8.5,8.5,169,9,Northwest Piedmont RPO,69648a54-ae13-42e2-9fee-6f5db7704101,0.00639533643288814,0.537056482144445
297,371690702001,0.112097669,0.10099889,0.257491676,0.022197558,0,0.280101394,0,8.5,8.5,7.5,7.5,169,9,Northwest Piedmont RPO,82c58e5b-26c0-46b8-ba1d-db9a14fb61db,0.00602761120194373,0.481572902186897
298,371830518002,0.322056834,0,0.093369418,0.090663058,0.029508197,0,0.021052632,9,9,9,9,183,5,Capital Area MPO,0239ebf2-4a10-46f4-b1ed-5326b1f40f07,8.5759838384547E-05,0.0508389990167571
299,370850713012,0.233948339,0.214760148,0.066420664,0.406642066,0.022123894,0.075740944,0.071595331,12,10.5,12,13,85,6,Mid-Carolina RPO,28811f35-c6b9-4faf-a6f8-d2c4bbfc777f,0.00361740957646361,0.32586696838337
300,371190030082,0.169825073,0.185131195,0.059766764,0.538629738,0.082309582,0.105777778,0.114104596,12,13,13.5,14,119,10,Charlotte Regional Transportation Planning Organization,63376889-63f6-4ee2-ad84-c1b35f28b1fd,7.99288663984044E-05,0.0380357318412123
301,371830519002,0.109564165,0.253026634,0.176755448,0.777845036,0.144578313,0.127498277,0,11.5,12.5,12.5,12.5,183,5,Capital Area MPO,5489dda0-7d70-4dad-90dd-f00c5bbcac6f,9.78967116225249E-05,0.0477993237681099
302,370370204011,0.189173458,0.272409779,0.185681024,0.611175786,0.049919485,0.213240955,0.157706093,13,15,15,16,37,8,Triangle Area RPO,d762e70a-3b0f-49bb-9920-9fb0a6ee9895,0.00034717881362667,0.0856178271474607
303,371590502022,0.23650108,0.128509719,0.173866091,0.671706263,0.095490716,0.233711048,0.061155153,12.5,12.5,14.5,13.5,159,9,Cabarrus Rowan MPO,7994ea2d-9208-4356-8a86-a0d84e29fe29,0.000240694396552499,0.0675996796513881
304,371559620011,0.232217573,0.487447699,0.131799163,0.869595537,0.192810458,0.240075614,0.008320726,16.5,15.5,15.5,15.5,155,6,Lumber River RPO,ddb1f9f4-7b01-4875-88bc-d944cfafba91,0.000542096370281797,0.128349365234634
305,371559608014,0.446524064,0.914438503,0.080213904,1,0.279569892,0.106382979,0,16.5,16.5,16.5,16.5,155,6,Lumber River RPO,0ad9cbae-a414-4b90-8b5c-de20d65ea683,5.19861275734002E-05,0.0438890742496832
306,371559601012,0.293627159,0.43954735,0.110184634,0.759976176,0.019193858,0.233870968,0.097839898,17.5,16.5,16.5,14,155,6,Lumber River RPO,d706cdd7-9ea6-4d00-84d7-e937d89d0ad8,0.00203938398203718,0.23337159102794
307,371559607013,0.191332788,0.10997547,0.134505315,0.717089125,0.027308192,0.090293454,0.009969658,12.5,11.5,11,9,155,6,Lumber River RPO,49aa5bd8-d502-48e4-b27a-d64cfe533b24,0.00161772445903807,0.180377022378218
308,371559620013,0.3525,0.785,0.22,0.9525,0.20754717,0.351351351,0,17,18,17,18,155,6,Lumber River RPO,c1687219-3547-4718-bd12-a0f6478648a8,0.000212637220101897,0.0633949036243315
309,371950016002,0.282426778,0.137377964,0.147140865,0.347280335,0.016055046,0.081349206,0.189958159,13,11.5,12.5,12.5,195,4,Upper Coastal Plain RPO,08c242bf-fb98-491e-ba5e-815ff52284dc,0.00375234728448959,0.295514138128282
310,370970614082,0.268384326,0.020933977,0.061728395,0.13150832,0.023483366,0.086956522,0.011525796,11,11,11,11,97,12,Charlotte Regional Transportation Planning Organization,94b25e87-985b-403f-aa06-ac74529a15bc,0.00237377385064974,0.28677013379248
311,370630013031,0.134239592,0.254460493,0.10960068,0.866610025,0.11622276,0.160284951,0,13.5,13.5,12.5,13.5,63,5,Durham Chapel Hill Carrboro MPO,3b7124cb-1fff-4a33-9d28-c65874b9fb25,7.51208419842442E-05,0.0417889368810237
312,370810165031,0,0,0,0,0,0,0,0,0,0,0,81,7,Greensboro Urban Area MPO,af020b4b-bd7f-4c79-af24-2215339369f3,0.000105326768107261,0.0559342321547725
313,371719309014,0.190751445,0.280667951,0.337829159,0.222864483,0.084990958,0.232889734,0,9.5,11.5,11.5,11.5,171,11,Northwest Piedmont RPO,1daebe80-c4de-4d9c-aeb1-8479013b5626,0.000784172247676906,0.125663429384756
314,371719306001,0.217428088,0.307952623,0.291032149,0.141285956,0.190152801,0.349189189,0.050788091,13,17,16,16,171,11,Northwest Piedmont RPO,76c590b5-a8b2-42d6-9572-33009932c906,0.000838771567714502,0.15294827772968
315,371719305022,0.082132565,0.44092219,0.351585014,0.09221902,0.095652174,0.328301887,0,10.5,11.5,11.5,11.5,171,11,Northwest Piedmont RPO,2482bdbe-0c1f-4c49-a3e8-265af483f268,0.000384142836992396,0.089136652330338
316,371419202023,0.097391304,0.09173913,0.251304348,0.019565217,0,0.103965702,0.010263275,7,7,7,7,141,3,Wilmington Urban Area MPO,944accfa-b3b2-4e1e-aa9b-261bcb555940,0.00073009823972825,0.146555432536014
317,371190036002,0.032858708,0.092004381,0.124863089,0.324205915,0.155440415,0.129735936,0,10,10.5,10.5,9,119,10,Charlotte Regional Transportation Planning Organization,e0fe1ae7-d3f2-4bec-a507-f498db0248d4,0.000113232905050609,0.0665469377143828
318,370350112002,0.076583211,0.072901325,0.128129602,0.282032401,0.046568627,0.176220807,0.005154639,10,11,10,11,35,12,Greater Hickory MPO,921eba40-f425-474a-9f6c-1531ac9f9026,0.000276332167686633,0.098984389564489
319,370350112003,0.303286385,0.215962441,0.072300469,0.564319249,0,0.042735043,0.214822771,14,15,15,15,35,12,Greater Hickory MPO,523ffb06-29f0-4056-97d5-3fc7a9bfd647,8.59589422361751E-05,0.0467743151426639
320,370350117022,0.248679399,0.04754165,0.170255993,0.156034132,0,0.144124169,0.021993449,9.5,9.5,9.5,10.5,35,12,Greater Hickory MPO,bbea85a3-d99c-4a6e-adc6-65ab47fb7a98,0.00595310569224239,0.375910504336125
321,370139310021,0.214132762,0.292826552,0.24732334,0.54496788,0.120176406,0.213183731,0.022815804,13.5,13.5,13.5,13.5,13,2,Mid-East RPO,9093f839-5729-4596-8180-0dd5752d364b,0.00430953957175007,0.373569539556059
322,370139310012,0.210059172,0.230769231,0.142998028,0.531558185,0.076443058,0.255813953,0.071503132,13,13,13,14,13,2,Mid-East RPO,b5e56782-d3dc-4732-93fb-56e2c5958e93,0.00337056677108194,0.270424282058719
323,370139302004,0.182149362,0.449908925,0.06010929,0.375227687,0,0.167816092,0.191256831,14,14,12,15,13,2,Mid-East RPO,05107bd7-a12d-4f13-940d-bbeaf8d825bf,0.00897175550926477,0.512241668582016
324,370139301011,0.374071573,0.196488859,0.153274814,0.193112762,0.056074766,0.120176406,0,10,10,10,11,13,2,Mid-East RPO,3d58cb92-9554-4814-9b92-08464371e3bd,0.0232697199323866,0.683676299282683
325,370139310022,0.180480248,0.250968242,0.170410534,0.354763749,0.028017241,0.120155039,0.011290323,11.5,11.5,12,12,13,2,Mid-East RPO,4df377a1-98f5-4f33-b438-492c0aafed87,0.00292818480647838,0.227518052926249
326,370139301013,0.088291747,0.223608445,0.237044146,0.296545106,0.026119403,0.135611907,0.137254902,11,8.5,8.5,11.5,13,2,Mid-East RPO,c8030771-46ee-4e48-824c-2d720b2c990e,0.0122551558472423,0.641031131644984
327,370139310011,0.103703704,0.201058201,0.11957672,0,0,0.221959858,0,8,7,7,8,13,2,Mid-East RPO,4cfa158b-f2ef-4a82-b35b-da91f5d3a52a,0.00687295606894622,0.377245721162308
328,370139305022,0.244173141,0.156492786,0.298557159,0.028856826,0.147482014,0.186930091,0,10.5,10.5,11.5,10.5,13,2,Mid-East RPO,463e20e6-19bb-48fd-901f-1e3b6834ac19,0.00196146887174109,0.223742631387059
329,370531102012,0.150283554,0.209829868,0.134215501,0.156899811,0,0.132641292,0,9,8,9,11,53,1,Albemarle RPO,88d3c0a9-85af-4518-a9a3-4c9424694c44,0.00382892089351117,0.315283312772569
330,370350107002,0.181144068,0.408898305,0.117584746,0.545550847,0.075471698,0.305898491,0.09031556,15,18,18,18,35,12,Greater Hickory MPO,e62f4bc6-80b2-4b19-b311-df4d0a073c34,0.00012963732569915,0.061591080461788
331,370350109002,0.316394434,0.691470054,0.212341198,0.729582577,0.09517601,0.2375,0.037712131,15.5,16.5,16.5,18,35,12,Greater Hickory MPO,57771a49-87be-47fd-a9a7-ebb6adbd8922,0.000313003862629557,0.0745245201248836
332,370499601012,0.082785808,0.132720105,0.429697766,0.14848883,0.045240339,0.188828473,0.077841663,9,9,9,8.5,49,2,Down East RPO,bc36d931-0547-4b7b-8c87-a0e87fa6b0cd,0.000554489202386321,0.119125057873652
333,370459504004,0.179156909,0.140515222,0.179156909,0.264637002,0.043731778,0.224085366,0.030266344,10,11.5,11.5,13.5,45,12,Gaston-Cleveland-Lincoln MPO,ceade902-7593-4c40-b407-c43321f40095,0.000331783723822809,0.119539412580221
334,371190033022,0.106161137,0.087203791,0.071090047,0.352606635,0.088036117,0.195348837,0.1278826,12,13,13,13,119,10,Charlotte Regional Transportation Planning Organization,01ab878b-f368-4811-8758-a824076e600e,5.31260334355466E-05,0.0296826857801683
335,371190058571,0.148655505,0.026889904,0.086757991,0.571283612,0.088729017,0.086352657,0.033870968,11,11,11,12,119,10,Charlotte Regional Transportation Planning Organization,0ea5bb65-6ac6-4a6a-a9fd-4dcbdb56e2de,0.000134809227574806,0.051852541362421
336,371570405012,0.21007371,0.558968059,0.235872236,0.646191646,0.076923077,0.237560193,0.063186813,14.5,14.5,16.5,17.5,157,7,Piedmont Triad RPO,7052c3a3-d71e-41cd-ba27-8c8991bfda42,0.00029250705188133,0.0943603565458583
337,371570405013,0.204951857,0.200825309,0.314993122,0.261348006,0.219298246,0.428076256,0,11.5,10.5,12.5,12.5,157,7,Piedmont Triad RPO,988df7a8-e550-429b-bfd6-0ba6badf180b,0.000112762452999959,0.0583754258237629
338,370670001002,0.013339262,0.104935527,0.051578479,0.393063584,0.056410256,0.036960986,0.011266336,10,10,10,10,67,9,Winston Salem Urban Area MPO,fd5a32eb-f385-4a28-ba80-4c8ba19b2187,0.000126395767665599,0.0517570476931004
339,370630018061,0.209140201,0.189775368,0.022463207,0.834237026,0.019144144,0.178481649,0.049213392,13.5,14.5,14.5,13.5,63,5,Durham Chapel Hill Carrboro MPO,5f0e1824-a37b-48a8-b98a-4fe63ac7ecec,0.000346957050851415,0.0735161734337356
340,370630020261,0.267326733,0.341584158,0.036963696,0.815511551,0.135496183,0.123716381,0.189836661,16,17,16.5,17,63,5,Durham Chapel Hill Carrboro MPO,ebcb057b-2705-495a-b64a-73a732c2462a,0.000153796471067835,0.0495973394589874
341,370639801001,0,0,0,0,0,0,0,0,0,0,0,63,5,Durham Chapel Hill Carrboro MPO,61138136-fa57-41c8-a3a5-b79de5bb8b90,0.00211339314273573,0.280415108101464
342,370810167022,0.242747188,0.326228538,0.117821196,0.365304914,0.018547141,0.194331984,0.03989867,13,13,13,13,81,7,Greensboro Urban Area MPO,f2cffd72-5fd2-4117-868f-d82ae2e668c5,0.00274898297379877,0.239649822488647
343,370810160091,0.168539326,0.040898876,0.230561798,0.220224719,0,0.077008929,0.008302583,8,8,8,8,81,7,Greensboro Urban Area MPO,3fa3a210-6da9-4b5a-899a-52ef9b26914c,0.000477161583830821,0.114615209608981
344,370810164091,0.121881391,0.100613497,0.313701431,0.149284254,0.008379888,0.225035834,0.033054393,8.5,8.5,8.5,8.5,81,7,High Point Urban Area MPO,1bdd9d24-e231-47fd-9330-2d5bc5afa7e3,0.000791186795140675,0.167319264850078
345,371719303023,0.060362173,0.128772636,0.599597586,0,0.105802048,0.280087527,0.024144869,9,9,8,8,171,11,Northwest Piedmont RPO,dac7abdb-823d-4943-9073-5294c0ba7781,0.000153462941852922,0.0614964530450718
346,370810127042,0.268067227,0.618487395,0.095798319,0.859663866,0.046296296,0.158438576,0.23176362,18,18,18,18,81,7,Greensboro Urban Area MPO,c3606ad1-23a5-49de-9ae5-836b3991a9f2,5.63146272725135E-05,0.0379999958734273
347,370810127043,0.214437367,0.469214437,0.111818825,0.785562633,0.267272727,0.146435453,0.112625538,18,17,18,16,81,7,Greensboro Urban Area MPO,f16a4ea0-7678-486e-83fa-c9f4a7486ed7,0.000125811291582067,0.0581071422128543
348,370810127051,0.322929172,0.696878752,0.12244898,0.927971188,0.221415608,0.208970438,0.024096386,17.5,17.5,17.5,17.5,81,7,Greensboro Urban Area MPO,9a2e81e5-1905-41bf-98a6-731d620b665e,0.000221986681253838,0.100161746489446
349,370810127052,0.136071887,0.38254172,0.164313222,0.987590929,0.005827506,0.110010428,0.035917652,11.5,11.5,11.5,11.5,81,7,Greensboro Urban Area MPO,59bf04f8-f144-4ff8-851b-9a808ac797ed,0.000179193717485759,0.0614208683817673
350,370810127061,0.420593932,0.682052937,0.118140736,0.969980633,0.101860921,0.29765312,0.057807808,18.5,17.5,18.5,17.5,81,7,Greensboro Urban Area MPO,0a406193-b73f-4e75-8dc9-44b9d80a3d0d,0.000112116554419117,0.0427425984598552
351,370850706002,0.153318078,0.274599542,0.228375286,0.443478261,0.081692913,0.204545455,0,11.5,10.5,11.5,10.5,85,6,Mid-Carolina RPO,a9581680-5e28-4295-a7f5-b5407be3ba57,0.00782709827944927,0.513847468899579
352,370850701003,0.183681361,0.317865429,0.186001547,0.338360402,0.095777549,0.273003033,0.007544007,13.5,12,14.5,15.5,85,6,Mid-Carolina RPO,3e36c079-6e2c-484f-a853-4b2b31e63f81,0.000498604732456442,0.108119854207045
353,370850703002,0.145631068,0.339805825,0.361650485,0.599514563,0.144508671,0.356643357,0,11.5,11.5,13,15,85,6,Mid-Carolina RPO,d3830d12-b9e9-4b01-86f8-25e087a2cc77,6.72050332468643E-05,0.0352078505281824
354,370850702001,0.26035503,0.398422091,0.169625247,0.177514793,0.077720207,0.163934426,0,11.5,9.5,11.5,11,85,6,Mid-Carolina RPO,1af02104-ed0f-4a69-b75a-fdb8498905c9,0.00152697097701093,0.211466716511253
355,370459502001,0.202702703,0.238473768,0.226550079,0.154213037,0,0.093401015,0.043729373,9,10,10,9,45,12,Gaston-Cleveland-Lincoln MPO,74fe496d-3d98-43cc-be43-557e773c75d8,0.00261607590209678,0.235181703514222
356,370459513001,0.155505952,0.281994048,0.209821429,0.208333333,0,0.092575619,0.061784897,9,9,9,12,45,12,Gaston-Cleveland-Lincoln MPO,a231165b-3050-475f-bd30-758c1209c748,0.00326220774400099,0.419465466736024
357,371119704002,0.135349172,0.370050396,0.203743701,0.07775378,0.011428571,0.188431201,0.013462977,10,11,11,10,111,13,Isothermal RPO,d2bbb88e-25bf-42f6-8c94-5d6a119f49df,0.000135836056188054,0.0512829999873023
358,371119703001,0.240112994,0.29519774,0.118644068,0.289548023,0.026052104,0.194029851,0.096472282,13,15,15,14,111,13,Isothermal RPO,53bce9fa-30cb-4745-b1d5-2758dcf42356,0.000699744821531567,0.132548662151619
359,370190204052,0.024242424,0.034343434,0.498989899,0.016161616,0.019396552,0.174636175,0,7.5,7.5,8.5,7.5,19,3,Grand Strand Transportation Study Area,c71e9857-bf9e-4f6f-b727-dd4a1e6a823a,0.000533540852757142,0.102044532618888
360,370190205051,0.166666667,0.462962963,0.158249158,0.250841751,0.080898876,0.257928118,0.069686411,13,14.5,16,16,19,3,Cape Fear RPO,e9a03f52-9bf9-45a3-ac53-32a29d19cb5a,0.00416857999630338,0.5511048982883
361,370190205053,0.226902824,0.281953088,0.154619435,0.530397319,0.014302741,0.257661038,0.141163793,14,14,16,16,19,3,Cape Fear RPO,506a3285-a3b1-4552-b7b1-f0c0b0f13aef,0.00629177066889497,0.394906633767298
362,370190206021,0.16626506,0.25060241,0.302409639,0.237349398,0.038043478,0.283236994,0.024804178,12.5,12.5,12.5,12.5,19,3,Cape Fear RPO,98d1f4ed-8f45-4e65-b191-134bc4438af0,0.0032920158134857,0.413864484544294
363,370190206022,0.180420297,0.158380318,0.110199897,0.17324449,0.005592841,0.137020742,0.043931906,10,10,10.5,12,19,3,Wilmington Urban Area MPO,81a5d9e5-6283-4133-ab70-869b247e16dd,0.011876720210239,0.511945607827562
364,370190206023,0.211775044,0.059314587,0.18629174,0.434973638,0,0.176744186,0.031929662,10.5,11.5,10,12.5,19,3,Cape Fear RPO,a693750a-9f9b-41f9-9e91-30431d1a6832,0.0311082795597031,0.824144277511738
365,370190203051,0.216296296,0.445925926,0.346666667,0.460740741,0,0.098298677,0,10,10.5,12,12,19,3,Cape Fear RPO,fc0383c7-8229-4d4a-b7aa-ad82723155d3,0.000154851509023501,0.0646485383233803
366,370850712021,0.339823953,0.271539077,0.048279541,0.558282209,0.0599631,0.178383549,0.033165532,14.5,13,13,16.5,85,6,Fayetteville Area MPO,43d1ab5a-14b7-4597-964f-ed1e89019fa7,0.000572401634599373,0.132523212889874
367,370850712032,0.356187291,0.147993311,0.056856187,0.525083612,0.005899705,0.133858268,0.026150628,12,12,12,13.5,85,6,Fayetteville Area MPO,1f58a878-9771-47e3-a7c8-2c3bb374e79e,0.000749458393102032,0.166199082213234
368,370850711021,0.19218107,0.141975309,0.13744856,0.38600823,0,0.135714286,0.048584706,10,9,10,10,85,6,Mid-Carolina RPO,e81fb634-aee9-4ec4-9f63-4d753a412198,0.00634125026749643,0.41866651641459
369,370230203031,0.182692308,0.311813187,0.382554945,0.029532967,0,0.243432574,0,8.5,8.5,8.5,8.5,23,13,Greater Hickory MPO,837f10ca-af02-4cd6-a3e3-084d2eb438e4,0.0013570590629115,0.188195944322312
370,370230214001,0.307503075,0.373103731,0.196801968,0.489544895,0.102508179,0.29481574,0.156279509,16.5,16.5,18,17,23,13,Greater Hickory MPO,cec2156c-e95e-4a33-adcb-382861943fa2,0.000374691078832257,0.0986770004353996
371,370850713022,0.231328911,0.21592125,0.027819388,0.504600899,0,0.155876807,0.001596715,12.5,10,10,12.5,85,6,Fayetteville Area MPO,0235c1ab-746b-413b-a96a-844032ee43b1,0.00118589372846145,0.148127477295266
372,370850711023,0.233896185,0.233270794,0.117573483,0.401500938,0.021956088,0.210191083,0,12.5,10,11.5,11.5,85,6,Mid-Carolina RPO,078652c4-a3dc-4c98-babb-6a3e36fa61c6,0.00344971300864927,0.329406127918653
373,371819603001,0.207281553,0.144660194,0.240291262,0.383009709,0,0.17794971,0,9.5,9.5,8.5,6.5,181,5,Kerr-Tar RPO,ac863120-bb9d-4d08-981a-12055bcbcd55,0.00445921678942796,0.396807446181637
374,371819601001,0.119883041,0.27997076,0.158625731,0.551900585,0.02259887,0.237004405,0.008233533,12,11.5,12,11.5,181,5,Kerr-Tar RPO,5d13db3e-232c-43ca-b82e-43ad468b2634,0.00673085607786561,0.386804885340928
375,371819604002,0.171779141,0.13190184,0.391615542,0.515337423,0.081447964,0.283861671,0,11,11,10,10,181,5,Kerr-Tar RPO,2c49b7e2-571b-4a13-be96-cc913b5329ba,0.00042382450169498,0.10027219522935
376,371819605005,0,1,0.298387097,0.548387097,0.55952381,0.556451613,0,13.5,12.5,12.5,12.5,181,5,Kerr-Tar RPO,d8ff7a61-0db3-4266-a9c7-526cb7504473,7.89860696386313E-05,0.0516236956855171
377,371819604003,0.195150798,0.141336487,0.263749261,0.478415139,0.147569444,0.30658592,0.01854067,13.5,13.5,12.5,10,181,5,Kerr-Tar RPO,6ffd1c5f-f13b-4b55-86a4-278afc6de24e,0.000334377928311369,0.118493113825489
378,371819610001,0.157007376,0.340885142,0.254478398,0.259220232,0.06961178,0.209013717,0.038196286,11,11,10,11,181,5,Kerr-Tar RPO,2615dd25-b8cb-45b7-9832-060b3e3303b1,0.00320098720749229,0.276639662460801
379,371819601003,0.33778626,0.330152672,0.210559796,0.555343511,0.024615385,0.150193798,0.010729614,13.5,13.5,12.5,12.5,181,5,Kerr-Tar RPO,e5612e57-3e43-4e82-856c-b45d30e9b6e2,0.00335895628290928,0.254727826085738
380,370810160113,0.144891122,0.144891122,0.262144054,0.088777219,0.086805556,0.272282076,0.042337003,10,11.5,9.5,10,81,7,Greensboro Urban Area MPO,429756cb-5dfc-4cde-b2b6-6d41830718ec,0.000134110855924519,0.0553175834999076
381,371619612003,0.16,0.279344262,0.186885246,0.085901639,0.065349544,0.126671912,0.006181319,10,10,11,10,161,13,Isothermal RPO,b909f640-d1f1-403c-b493-a4a6486a6611,0.00819140332259849,0.473363249544764
382,370670039053,0.080729167,0.063802083,0.08203125,0.546875,0.051124744,0.092043682,0,9,9,9,9,67,9,Winston Salem Urban Area MPO,12f5a83e-d034-4e2f-92a1-7cf0916c0d1e,3.12981801471324E-05,0.0328658957385567
383,370670039052,0.094003241,0.284440843,0.06726094,0.366288493,0.11844078,0.054561717,0.112321878,12.5,12,12,12,67,9,Winston Salem Urban Area MPO,0888925a-9223-45a9-9ab7-37b3e7c1c0b3,6.3360811509483E-05,0.0374466813134751
384,370670017002,0.487767584,0.577981651,0.064220183,1,0.279620853,0.343283582,0.420103093,21,20,20,20,67,9,Winston Salem Urban Area MPO,6f78b703-8b19-464f-bf5b-906a601bbe91,4.58789049844199E-05,0.0358408672889328
385,371719302012,0.217468806,0.376114082,0.256684492,0.254901961,0.039832285,0.234169654,0,10.5,12.5,11.5,11.5,171,11,Northwest Piedmont RPO,d04f3bbd-8b2f-406b-8cc7-e903f3227e0c,0.00221880608023639,0.274939431959153
386,371719305012,0.269169329,0.57827476,0.187699681,0.100638978,0.049180328,0.128961749,0.018883415,12,12,13,12,171,11,Northwest Piedmont RPO,14265245-bdb6-4be4-a6d7-34923b73ff2e,0.000719319364179682,0.135595242880149
387,371719308021,0.252619325,0.289871944,0.186263097,0,0,0.12599681,0,7,8.5,9,8.5,171,11,Northwest Piedmont RPO,06aea82f-0cc8-4afb-8717-5929737aad48,0.00733637152688971,0.414515883564078
388,371719306003,0.079674797,0.177235772,0.351219512,0,0,0.233215548,0,5.5,5.5,5.5,5.5,171,11,Northwest Piedmont RPO,6a399566-14a6-4e25-b135-df0dfbaf0cd5,0.00193154733278789,0.220845325274348
389,371719305011,0.231029483,0.247462542,0.073465442,0.163847269,0.022457067,0.196794872,0.013720317,12,14.5,14.5,13,171,11,Northwest Piedmont RPO,2e903578-5bb3-4df2-b0cb-babf781a0a78,0.00107464802476898,0.182449424055112
390,371719308023,0.1754524,0.428796223,0.248623131,0.104642014,0.01910828,0.278904665,0.03562753,13.5,13.5,12,12,171,11,Northwest Piedmont RPO,2e21c867-5bf7-4463-9de6-cad2b5c522d4,0.00259219611552908,0.288862849022275
391,371719307003,0.147243545,0.232379623,0.155617585,0.192602931,0,0.227837614,0.040143369,10,11.5,12.5,11.5,171,11,Northwest Piedmont RPO,c6a9ccef-fd99-4aa7-b589-338477e11715,0.000891751711378674,0.172665256974254
392,370850705004,0.214629451,0.382098171,0.205004812,0.321462945,0.142523364,0.299615877,0.021363174,14.5,13,14.5,15.5,85,6,Mid-Carolina RPO,d195d94c-a001-4402-a8ad-09cdf64e6526,0.00271189853856413,0.264509428335094
