OBJECTID,GEOID,Minor_pct,Poverty_pct,Senior_pct,BIPOC_pct,ZeroCar_pct,Disability_pct,LEP_pct,Score_State,Score_Division,Score_MPO,Score_County,Key_CountyFIPS,Key_DivNbr,Key_MPO,GlobalID,Shape__Area,Shape__Length
1,371939609011,0.105354059,0.269430052,0.203799655,0.020725389,0.045283019,0.147492625,0,9.5,8,8,8,193,11,High Country RPO,4faa5c10-f34c-4771-aa22-b218d5b3b836,0.0129958729239661,0.716261804183565
2,371939609012,0.174574754,0.344673232,0.355416294,0.007162041,0.031683168,0.217977528,0,9.5,9.5,9.5,10.5,193,11,High Country RPO,adf89b60-574e-4f13-a382-1d892b2fe861,0.0136241571192386,0.672250331530335
3,371939612011,0.311315336,0.085008616,0.102814474,0.060884549,0.143129771,0.121973094,0.196760648,12.5,13.5,13.5,13.5,193,11,High Country RPO,9fb13fd0-90ca-4e52-9303-89502394e7aa,0.00845606560324086,0.502700707218946
4,371939601011,0.2205,0.201,0.139,0.12,0,0.283221477,0,11.5,11.5,13,12.5,193,11,High Country RPO,44109b36-c1ff-4c0f-87d3-82d973fc6f19,0.00364757940201343,0.27355895876262
5,371939604011,0.295532646,0.313573883,0.14347079,0.329037801,0,0.203187251,0.037178265,13.5,14.5,15.5,15.5,193,11,High Country RPO,03948843-19db-484f-bc91-7f283f30cdd0,0.0155033759590424,0.740511103822037
6,371590518013,0.312127237,0.303180915,0.083996024,0.078528827,0.013793103,0.084337349,0.004810583,12,12,12,12,159,9,Cabarrus Rowan MPO,b64abe12-005b-4132-92b5-4fe706b05a2e,0.00174039883631849,0.173860779415612
7,370810139004,0.328151986,0.533103051,0.070811744,0.948762234,0.272435897,0.237799468,0.08490566,19,18,18,18,81,7,High Point Urban Area MPO,01a24c71-d6d2-42ab-98ee-569eef1b01a5,8.3068540561726E-05,0.0417552117032166
8,370810140001,0.367243867,0.323232323,0.037518038,0.611111111,0.092948718,0.035335689,0.069020867,13,13,13,14,81,7,High Point Urban Area MPO,e0a103e4-d7fb-47f7-b062-cf4cb17b7657,9.77829954535991E-05,0.05090886584669
9,370670037032,0.148528405,0.093771389,0.151266256,0.357289528,0,0.139419087,0.028017241,10,10.5,10.5,10.5,67,9,Winston Salem Urban Area MPO,068ac702-8b14-4b22-9cb1-fd9187a4909b,0.000232245419965693,0.0906404625203063
10,371830544043,0.170871014,0.184198001,0.137077582,0.508805331,0.142105263,0.348125,0,13.5,13.5,13.5,13.5,183,5,Capital Area MPO,9aa5c711-c420-45d8-acff-953df343aee7,0.00136835204853014,0.234385074333309
11,371830527013,0.145248869,0.12760181,0.031221719,0.741628959,0,0.069348862,0.062859885,10.5,10.5,11,11,183,5,Capital Area MPO,03b3e00e-69b2-47f0-b26e-1f79757f52c2,0.000241235686871732,0.0797125183768567
12,371830531113,0.267908309,0.241404011,0.089541547,0.444842407,0,0.061181435,0.025389025,12.5,12.5,12.5,12.5,183,5,Capital Area MPO,1181c8be-2bf6-4fed-bf26-8b4c7028d866,0.000518454939310686,0.12259112258743
13,371190054041,0.206420435,0.214359682,0.162581981,0.91577494,0.113051471,0.085926614,0.10252809,14,14,14,13.5,119,10,Charlotte Regional Transportation Planning Organization,30d3fa95-2e13-4880-ac06-cb7ad456b6f6,0.000312191515149607,0.0910456470724908
14,370350111021,0.287073307,0.169557918,0.059876889,0.241745943,0.020109689,0.096136568,0.131038647,11.5,13.5,13,13.5,35,12,Greater Hickory MPO,3a0e9515-2d26-47ea-8de1-f4f06509134d,0.000712028660018404,0.158827550045357
15,370350115012,0.162778079,0.104177971,0.284319045,0.066739012,0,0.205162144,0.00751011,9.5,8.5,8.5,8.5,35,12,Greater Hickory MPO,c4c1d98d-b93f-4911-84ac-28fef8f1ccad,0.00331248600468825,0.270796521546032
16,370350113002,0.234202608,0.145937813,0.254764293,0.193580742,0.088410992,0.036890646,0.047645429,9,10,12,11,35,12,Greater Hickory MPO,faa7726a-351d-4e64-b5bd-f7cc35376358,0.00110942488072396,0.184604561701436
17,370350112004,0.095159967,0.13535685,0.274815422,0.006562756,0.103852596,0.126926564,0.004101723,9,8,8,8,35,12,Greater Hickory MPO,3e674d50-e053-492a-9e7e-33ff6ec2baf4,0.000361787320571239,0.106405401651979
18,370350117011,0.164744646,0.291048874,0.137287205,0.378912685,0.035971223,0.128581925,0.040478905,12,12,12,12,35,12,Greater Hickory MPO,55579471-39dc-4a0b-8d99-dfc04caff78b,0.0013855345423508,0.207627472589158
19,370350114011,0.082674772,0.210334347,0.138601824,0.304559271,0.00877193,0.053979239,0.08338558,12,12,12,12,35,12,Greater Hickory MPO,c8e4f995-6bfe-4219-801f-7f7456723fab,0.00120216962409359,0.153670122987368
20,370350117023,0.1037182,0.14481409,0.152641879,0.075342466,0,0.215065502,0,8,7.5,8,8,35,12,Greater Hickory MPO,6a19c8cf-6715-48d2-894f-4f8ca1926e74,0.000745521308090247,0.147278354482468
21,370350101011,0.244144784,0.15046132,0.134137686,0.259758694,0,0.119667014,0,8,9.5,10.5,10.5,35,12,Greater Hickory MPO,4d5cf5c3-3a01-4330-a3f7-128a8bc93665,0.00264220674898752,0.241366209041678
22,370350103031,0.226597805,0.223369916,0.220787605,0.169141382,0.030456853,0.196027634,0.027758501,11,11,12.5,12.5,35,12,Greater Hickory MPO,d64e58e2-7b1f-43b7-80d7-834ad560e0e0,0.000251831978403061,0.0716584288662775
23,370350111012,0.13593836,0.127132636,0.191524491,0.027517887,0.012838802,0.173039533,0.013218391,9,9,8,9,35,12,Greater Hickory MPO,87de6aa6-cb1f-4a2d-b2eb-a58defc5fc66,0.00202138964937149,0.232427508984285
24,370350106003,0.217939214,0.295033358,0.280948851,0.196441809,0.023255814,0.276391555,0.085160202,13,12.5,12.5,13.5,35,12,Greater Hickory MPO,c1d18536-a8c7-40e4-8cd7-7fb5af8989c1,0.00031335363701146,0.138903273418953
25,370350103032,0.141566265,0.296184739,0.203815261,0.212516734,0.1085209,0.112929624,0.105501393,10.5,12.5,13,12.5,35,12,Greater Hickory MPO,2db56d69-cbb3-46f7-9080-dec9209a2de4,0.000624401703362309,0.145845257892712
26,370350116023,0.127098321,0.081534772,0.20383693,0.003597122,0,0.15521978,0,7.5,7.5,6.5,7.5,35,12,Greater Hickory MPO,11276dcc-9781-4ca1-865c-04f259c76801,0.00166629726572864,0.196151184505093
27,370350116011,0.270928463,0.204718417,0.169710807,0.136225266,0.109561753,0.14893617,0.053488372,13,13,12,14,35,12,Greater Hickory MPO,b8655e0a-c848-4c0c-85d8-25a2dd474a43,0.00185474996555968,0.202111671165923
28,371719307004,0.148261759,0.334355828,0.198364008,0.18200409,0.036745407,0.175349428,0,10.5,10.5,10.5,9.5,171,11,Northwest Piedmont RPO,5b254d38-9990-4640-b235-068a478ec774,0.00167343078146587,0.213998801531802
29,371719310011,0.143307087,0.140944882,0.34488189,0.007086614,0.013745704,0.210477081,0,7.5,8.5,8.5,7.5,171,11,Northwest Piedmont RPO,7a7091aa-6c8d-4e24-8b9e-fa9d48f36469,0.00308176297494356,0.347522497936152
30,371719309012,0.17196702,0.54770318,0.166077739,0.488810365,0.258241758,0.147492625,0.281507656,16,17.5,17.5,17.5,171,11,Northwest Piedmont RPO,88453b8f-4fad-4e7a-ba91-d45209785731,0.00038388726852645,0.0952521345614811
31,371719309011,0.294855709,0.243412798,0.109159348,0.442910916,0.028455285,0.31509434,0.065359477,15.5,17.5,17.5,17.5,171,11,Northwest Piedmont RPO,495cdbfb-2ab6-4cc2-b5ca-2067081194d4,0.000810554541658348,0.160687864782427
32,371190064032,0.017291066,0.006916427,0.026512968,0.326801153,0,0,0.008168028,8,8,8,6.5,119,10,Charlotte Regional Transportation Planning Organization,5d1bade6-c9e8-4ae0-8b71-a8e8c04a1946,0.000374861067484744,0.106338096125491
33,371190016082,0.166481687,0.293562708,0.165371809,0.80854606,0.056074766,0.257647859,0.105988024,14.5,15.5,15.5,15.5,119,10,Charlotte Regional Transportation Planning Organization,08094e9c-6e39-4d1c-ab6a-09e3de27dc76,9.14878085040982E-05,0.0485687059956901
34,371190058362,0.115789474,0.097894737,0.115789474,0.312631579,0.027848101,0.04622871,0.007616975,10,9,9,8,119,10,Charlotte Regional Transportation Planning Organization,97db6ccd-7666-453f-8d6d-35cbb8d7d9e8,0.000110008259753158,0.0535007260734892
35,370690605013,0.132601738,0.037037037,0.126200274,0.483767718,0.016666667,0.102062975,0.042472865,10,10,10.5,10,69,5,Capital Area MPO,76b4818d-73f2-4bc3-8a9f-05a4ce656acf,0.000790334422390515,0.118066585145786
36,370319705022,0.098660171,0.086479903,0.253349574,0.068209501,0,0.188010899,0,7.5,7.5,7.5,7.5,31,2,Down East RPO,6b7b6abc-ec65-4f15-b51b-3b219f741dfd,0.000247187010472771,0.0750795893087007
37,371190058361,0.248864668,0.312443233,0.086285195,0.377384196,0.040312094,0.13243409,0.109125118,13,14,14,15,119,10,Charlotte Regional Transportation Planning Organization,0bad2ad3-8cba-4d3e-95d6-3abb11ae90c2,0.000151912763612927,0.0582041323231719
38,370319703012,0.304416404,0.159305994,0.14511041,0.02444795,0.102439024,0.160997732,0,12,10,11,13,31,2,Down East RPO,697be1de-b8b7-49c4-9fb4-97968b111b56,0.000987799544191148,0.157826505086296
39,371350115001,0.180047506,0.175771971,0.133966746,0.244655582,0.065822785,0.101390498,0.067410281,10,10,10,13,135,7,Durham Chapel Hill Carrboro MPO,a63e2361-ec18-4795-9c74-648422d9be08,0.000375392089381421,0.0867852100468806
40,370690603012,0.170083523,0.159453303,0.182991648,0.668944571,0.042857143,0.355348837,0.007839721,13.5,13.5,12.5,13.5,69,5,Kerr-Tar RPO,08110759-3060-4cd7-8149-16354f20dc67,0.00400895576899529,0.350267260561182
41,370459516021,0.15081043,0.422128259,0.145172657,0.329105004,0.071593533,0.16754386,0.008528785,13,13,13,13,45,12,Gaston-Cleveland-Lincoln MPO,52ec0e84-4c9e-48c6-b68c-4b71a586c735,0.000573476604131429,0.112108733064073
42,371470007022,0.278493558,0.57185332,0.165510406,0.924677899,0.093434343,0.204137931,0,15,15,15,15,147,2,Greenville Urban Area MPO,71857ad4-4a34-4a3e-8ce3-b3e50f14d833,8.19598374164343E-05,0.0442072654778578
43,371350119023,0.471004243,0.43281471,0.115983027,0.428571429,0.056603774,0.064171123,0,13.5,12.5,13.5,13.5,135,7,Durham Chapel Hill Carrboro MPO,90b87089-7963-4c88-bc5d-a39292295bbc,8.12971329651191E-05,0.0498284823030087
44,371350112062,0.138103161,0.06156406,0,0.856905158,0.029288703,0.011337868,0.135416667,13,13,13,14,135,7,Durham Chapel Hill Carrboro MPO,09224292-b103-42a1-9b7d-68630610ef7e,7.45607862882025E-05,0.0379623126436631
45,371830531093,0.31738437,0.028070175,0.111323764,0.153110048,0.01622248,0.082417582,0.007202017,11,11,10,11,183,5,Capital Area MPO,c9e52a90-d5f5-476a-badf-bef8c345ebb7,0.000768624489182912,0.135919950466212
46,371830542202,0.290635091,0.060279871,0.011840689,0.402583423,0,0.066460587,0,10.5,10.5,10.5,10.5,183,5,Capital Area MPO,5e7a7324-5763-41c0-aebc-395b6c70d258,0.000480512868534788,0.119020979952472
47,371830542201,0.273743017,0.041254835,0.116029222,0.271594327,0.04047619,0.070484581,0.030009234,11,11,10,10,183,5,Capital Area MPO,e469129e-6403-477d-9261-0019f8f7c5e8,0.000335965544763894,0.0803015384451267
48,371830541122,0.267954641,0.147417052,0.105837883,0.658546829,0.061728395,0.146922184,0.039590126,14.5,14.5,14.5,15.5,183,5,Capital Area MPO,332e067b-e0b0-47c0-a527-782a13610e2a,0.000730376228148089,0.131363665567112
49,371830545021,0.322,0.409333333,0.015333333,0.766,0,0.268242549,0.063322368,16,17,17.5,17.5,183,5,Capital Area MPO,a2e89563-46c8-49c7-8575-e347d80a8006,0.00012525933834695,0.0628766262393175
50,371830541161,0.156940921,0.014860457,0.038419717,0.464298659,0,0.062857143,0.03617099,10,10,10,9,183,5,Capital Area MPO,6ab172ee-04ff-4d88-8773-967c717d3647,0.000616552988958574,0.139112361171301
51,371219503002,0.115789474,0.426315789,0.29122807,0.180701754,0.083333333,0.14556962,0,10.5,10.5,12.5,12.5,121,13,High Country RPO,1f04c6c9-f41e-48e2-9330-2359d57d9729,0.00182916194762583,0.244690235183553
52,370210031074,0.186518929,0.183748846,0.241920591,0.021237304,0,0.121452894,0,7.5,7.5,7.5,7.5,21,13,French Broad River MPO,24df5bbb-378b-4337-b6ac-d49a4dd51fbc,8.81255789408897E-05,0.0497364699388425
53,370210016011,0.215011287,0.033860045,0.220090293,0.108916479,0.067323481,0.130605822,0.016177352,9,9,10,11.5,21,13,French Broad River MPO,884886e4-b75e-4d21-b1b1-29bc457408c0,0.000255402438824603,0.10041761373728
54,370210016012,0.127318718,0.169055649,0.250421585,0.096543002,0.009505703,0.140205178,0,7,7,9.5,9.5,21,13,French Broad River MPO,f8d03626-77b7-4b7d-b403-026303c9cdf8,0.000267539270907946,0.0848243228596347
55,370210025032,0.240051348,0.193196406,0.26508344,0.003851091,0,0.083404255,0,7.5,8.5,9.5,9.5,21,13,French Broad River MPO,fd8d8e34-2875-4480-9451-16cc0643356a,0.000495437643621699,0.149308686336453
56,370210025042,0.2,0.117142857,0.22,0,0.041666667,0.208409506,0.018571429,9,9,9,9,21,13,French Broad River MPO,cb052383-e2e0-44f5-bdd6-c9e51e511775,0.000215015999629031,0.0741048905969739
57,370210027013,0.065189048,0.105606258,0.061277705,0.194263364,0,0.18466899,0,8,9.5,9.5,9.5,21,13,French Broad River MPO,16381d85-9a05-447f-a71b-0191e210016f,0.000557583395675465,0.13156596849899
58,370210030042,0.15762152,0.109957527,0.14487966,0.010382256,0.0171278,0.173076923,0.008725158,11,10,11,11,21,13,French Broad River MPO,620fca07-b461-41d2-aede-2ca2f7a81118,0.00181603017472298,0.268640004680084
59,370210027043,0.214043035,0.065685164,0.1200453,0.122310306,0,0.122291022,0,8,8,9.5,9.5,21,13,French Broad River MPO,f392ab13-0a4e-438f-9842-ababf0cd24ed,0.000385738594786744,0.107799355184247
60,370210026091,0.181006494,0.108766234,0.156655844,0.181006494,0,0.257575758,0.002707581,10,11.5,12.5,11.5,21,13,French Broad River MPO,d2af7c8c-8faf-44b1-880d-b387324e309a,0.000780923803631595,0.144845089888353
61,370210023034,0.130084746,0.037288136,0.082627119,0.249152542,0,0.118186724,0.121863799,8.5,10,11,11,21,13,French Broad River MPO,539978ae-bcc9-43db-bec1-cc3e857fc860,0.00029592375494758,0.0722860270686641
62,371190030181,0.182999258,0.071269488,0.128804751,0.218262806,0.0395189,0.073543457,0.015169195,10,9,9,9,119,10,Charlotte Regional Transportation Planning Organization,23f529c7-a96f-4478-a7ef-8edbeb1a1674,0.000183536804570394,0.0582097258570662
63,371190030151,0.197411003,0.034304207,0.222653722,0.126860841,0,0.060777958,0.026093089,8,7.5,7.5,7.5,119,10,Charlotte Regional Transportation Planning Organization,8122c828-6696-4aaf-9594-fad63ab84a40,0.000126549782862639,0.0494845788581738
64,371270102003,0.223805532,0.632020117,0.191114837,0.906957251,0.280769231,0.320879121,0,16.5,16,16,15.5,127,4,Rocky Mount Urban Area MPO,e5a5ed7a-e91b-47a1-a1ca-50ba5bc1496d,9.91903621070378E-05,0.0498482720759849
65,371270110001,0.116167665,0.263473054,0.211976048,0.430538922,0.028037383,0.161200279,0.013588635,11.5,10,9,10,127,4,Upper Coastal Plain RPO,275bb2ee-75d4-4258-972f-49ebc44f58b3,0.004166773916495,0.336571606879532
66,371270102005,0.01,0.165714286,0.463571429,0.356428571,0,0.141414141,0,8,5.5,5.5,5.5,127,4,Rocky Mount Urban Area MPO,57239c70-df64-4115-90a8-ad8f8ac08d99,0.000732479187490753,0.121858394596496
67,371270102001,0.006802721,0.503401361,0.362811791,0.85260771,0.467153285,0.552752294,0,15,14,15,15,127,4,Rocky Mount Urban Area MPO,dc0ab42d-12a3-47fe-9100-11ef8c3d09df,8.49708621899481E-05,0.0444236594443495
68,371290107004,0.124289196,0.380178716,0.320877335,0.463850528,0.371473354,0.49745158,0.085335543,14,15,16,16.5,129,3,Wilmington Urban Area MPO,88c5a8d9-7675-415e-8e38-2ab32c380fae,9.64058172030491E-05,0.0513628724547559
69,371290120073,0.32202729,0.18128655,0.082651072,0.014424951,0.013377926,0.072340426,0.022118248,11,11,11,11,129,3,Wilmington Urban Area MPO,1b2b1313-5fcb-4ee5-8a27-88bc1738ba5c,0.000132468621359294,0.0592670209185886
70,371290120084,0.176007005,0.213660245,0.148861646,0.235551664,0,0.286184211,0.010318949,12.5,12.5,13.5,12.5,129,3,Wilmington Urban Area MPO,b9ebbd6d-ae76-4a45-95b7-d2dd3e63320d,0.000117200064778444,0.0540525407169993
71,370650209001,0.355855856,0.828828829,0.100225225,0.957207207,0.353612167,0.254752852,0.021454112,18.5,18.5,18.5,18.5,65,4,Upper Coastal Plain RPO,e71aaaca-a7e9-44ca-b07c-daefc998402a,8.34471697999106E-05,0.0373549458227516
72,370650210001,0.211180124,0.246376812,0.211180124,0.770186335,0.189252336,0.233618234,0.089786756,15.5,14,14,14,65,4,Upper Coastal Plain RPO,6d5eabc5-e4df-4766-adae-e83b95b26b26,0.000128388457142137,0.0495472055655825
73,371939605001,0.083123426,0.26868178,0.287153652,0.161209068,0.035087719,0.28125,0.018819504,11,12.5,12.5,11.5,193,11,High Country RPO,a0df2524-de48-4b35-a9b2-038c87494bfe,0.000757797412006767,0.165305369717673
74,371939606003,0.077510917,0.316593886,0.153930131,0.159388646,0.283993115,0.196449704,0.040677966,12.5,14,14.5,14.5,193,11,High Country RPO,3ea91c12-f997-4d00-bb01-2e5b5d636d82,0.000189950623507684,0.0685931253001073
75,371939607003,0.203883495,0.528684907,0.19505737,0.369814651,0.081683168,0.288888889,0.103265666,15.5,17.5,19.5,17.5,193,11,High Country RPO,e5ea4227-7cfa-43be-a38d-77f96b533978,0.000531211311226798,0.145554122312133
76,371939608022,0.121848739,0.477591036,0.291316527,0.056022409,0.061662198,0.17961165,0.014367816,11,12,13,11,193,11,High Country RPO,bd81f28b-c0ae-4b22-b26b-376f49234a26,0.000485949531594088,0.0966542546875456
77,371939611003,0.156969697,0.155151515,0.301212121,0.224242424,0.198748044,0.325042882,0.036505867,12,13.5,15,14,193,11,High Country RPO,e9a08672-f335-4bff-9ae5-535e94108a05,0.00063867022845443,0.123858177813262
78,370650203004,0.173684211,0.100877193,0.127192982,0.690350877,0,0.152339499,0.019160584,12.5,10,10,10,65,4,Rocky Mount Urban Area MPO,142dc438-6e9b-40ee-89b5-3b7f67deed62,0.000675247007620783,0.123048810897586
79,370250411002,0.282791817,0.113718412,0.099879663,0.438628159,0.019138756,0.09042077,0,11.5,11.5,11.5,10.5,25,10,Cabarrus Rowan MPO,bb53ea8f-9ff2-4512-8d33-f54ff3ddfd37,0.00012825380281356,0.0563789065257317
80,370250411003,0.223423423,0.105405405,0.134234234,0.231531532,0.015665796,0.107711138,0,9,8.5,8.5,8.5,25,10,Cabarrus Rowan MPO,b95ce2ad-8798-4808-9f84-9d91412405f0,0.000293499891768079,0.0754612897835077
81,370139307002,0.081201335,0.126807564,0.367074527,0.142380423,0.011627907,0.192493947,0.067583047,8.5,9,9,9,13,2,Mid-East RPO,d961f519-c6ea-43fb-9b80-db6315db62f7,0.00721665807873251,0.470550715812217
82,370139303001,0.26179402,0.540199336,0.257142857,0.722923588,0.143589744,0.224122412,0.06379822,16.5,17.5,17.5,17.5,13,2,Mid-East RPO,7e5aa791-578b-44b2-9412-241204c94191,0.000765398016483232,0.131737394688812
83,370139302002,0.154488518,0.241127349,0.128392484,0.399791232,0,0.12371134,0,10.5,10.5,10.5,10.5,13,2,Mid-East RPO,831e2326-6429-4bbb-bb7b-aff6fbae9704,0.00133753102591072,0.299663785340848
84,370139305012,0.23042648,0.511775939,0.098026735,0.56460853,0.010416667,0.097137901,0.119505495,14,14,14,16,13,2,Mid-East RPO,6c34dd54-9bcd-4bb4-bf97-038ec0e9ee84,0.000794527642938192,0.152981686827924
85,370670027053,0.178431373,0.315686275,0.190196078,0.431372549,0.046875,0.128878282,0.034334764,11.5,11.5,12.5,12.5,67,9,Winston Salem Urban Area MPO,2bb3913e-e702-4568-ab77-db7a405b1cac,6.32044182111713E-05,0.0413794591610093
86,371470001022,0,0.444640494,0,0.509483899,0.046875,0.111789573,0,11,10,10,10,147,2,Greenville Urban Area MPO,a3e942ba-0249-4fd5-b215-871ffcf9e476,6.63386765609175E-05,0.0451223513862866
87,371470014041,0.278781038,0.420993228,0.171557562,0.783295711,0.172413793,0.126159555,0,13.5,13.5,13.5,13.5,147,2,Greenville Urban Area MPO,e1678a6d-84e1-4f4f-b996-77004eeb507d,0.000937443251359582,0.138450321944322
88,371010403013,0.332247557,0.809446254,0.039087948,0.978827362,0.364485981,0.18852459,0.080133556,19,19,19,17,101,4,Upper Coastal Plain RPO,af83e76b-ac26-4bf3-b8fe-b75a34f222d7,0.000195841717641088,0.0632092822935414
89,371150105002,0.093425606,0.475778547,0.211072664,0.076124567,0.196721311,0.358267717,0.001754386,13,13,17,15,115,13,Land-of-Sky RPO,b89261df-7ee3-4d28-8999-4e393a55c0bf,0.00148394706570798,0.245580163156343
90,371150102002,0.097505669,0.250566893,0.382086168,0.027210884,0.019662921,0.387012987,0,9.5,9.5,11.5,9.5,115,13,Land-of-Sky RPO,ec8e718a-3116-4040-80e2-3ac0902800b7,0.0170190542592081,0.6579009710114
91,371830541181,0.09602649,0.215231788,0.215704825,0.56102176,0,0.181270537,0.043992431,10.5,10.5,10.5,10.5,183,5,Capital Area MPO,12de6ef6-1ea0-4fc5-9bc9-ac76083b265c,0.000221830306827542,0.0675054565808811
92,371399602003,0.160869565,0.563043478,0.243478261,0.643478261,0.117021277,0.308357349,0,16,16,16,15,139,1,Albemarle RPO,16979452-4c4f-4833-b680-e84013959fa1,6.21662263711187E-05,0.0382670843293016
93,371150105003,0.252773376,0.101426307,0.160063391,0.068938193,0.006741573,0.284760845,0,11.5,11.5,13.5,13.5,115,13,Land-of-Sky RPO,ed9cff37-6ef2-44d0-ada9-a3dd41900d8c,0.00329572867372008,0.295147097100418
94,371150104002,0.219544846,0.357429719,0.235609103,0,0.037735849,0.072041166,0,8,8,10,11,115,13,Land-of-Sky RPO,c8c52446-3973-425e-b7bc-f5fb722dae6b,0.00969738658136521,0.444280791663782
95,371150107001,0.101298701,0.212337662,0.233766234,0.152597403,0.024667932,0.253183521,0.027686223,10,11.5,12.5,14,115,13,French Broad River MPO,17ffdb8d-5af4-4c30-bf06-d8fe6c639434,0.00429183397727684,0.31698995958155
96,371150102001,0.135928526,0.255264837,0.133375877,0.002552648,0.036144578,0.292460015,0,11.5,11,12.5,13,115,13,Land-of-Sky RPO,77656291-7aef-4384-93b2-49b1a3484904,0.0157916294253937,0.848213647732582
97,371190040003,0.409066667,0.420266667,0.0624,0.883733333,0.211243612,0.137596899,0.124691358,16,18,18,18,119,10,Charlotte Regional Transportation Planning Organization,70643a18-137c-4cfb-a7bd-ff7601738692,0.000112107718223342,0.0504848834652825
98,371190045002,0.265224359,0.364583333,0.259615385,0.988782051,0.172916667,0.06285073,0.015561016,14.5,13.5,13.5,13.5,119,10,Charlotte Regional Transportation Planning Organization,c6bac024-63e1-4140-b08a-f1ef798ce383,0.000172204639966367,0.0620093069411511
99,371190045003,0.207683073,0.303721489,0.074429772,0.782713085,0.092651757,0.01969697,0.008130081,13.5,14,14,14,119,10,Charlotte Regional Transportation Planning Organization,4c45218f-0eb8-48f1-9f09-d92705d66f3d,6.25797802058514E-05,0.033598740141454
100,370819801001,0,0,0,0,0,0,0,0,0,0,0,81,7,Greensboro Urban Area MPO,d7613b88-2181-4268-9708-c0384f7cad72,0.0011616914912338,0.155521944289557
101,370810105003,0.147712418,0.098039216,0.126797386,0.11503268,0.018666667,0.095092025,0,8,9,8,8,81,7,Greensboro Urban Area MPO,16de3d66-c647-495c-bba2-b459fabd18d8,6.8925528694308E-05,0.0358835258777273
102,370810157073,0.177947598,0.02510917,0.388646288,0.234716157,0,0.113387978,0.099337748,8,8,8,8,81,7,Greensboro Urban Area MPO,0e8dd8cb-24ac-47a0-95b0-fcf3b2134482,0.000113570862822598,0.0441639870792689
103,371190046001,0.202328967,0.268558952,0.23944687,0.971615721,0.115606936,0.181303116,0,13.5,13,13,13,119,10,Charlotte Regional Transportation Planning Organization,60a351af-6ec9-4eee-a4ce-b37b4715fd6d,0.000118552106414427,0.0508692594028456
104,371570404001,0.233638283,0.480647431,0.130893737,0.18085855,0.159519726,0.187372709,0,13,13,14,16.5,157,7,Piedmont Triad RPO,8b500517-db22-40f9-8cee-102cd58b9cd3,0.000704849140220176,0.150766188267275
105,371570404002,0.172201722,0.234932349,0.156211562,0.173431734,0.077975376,0.152173913,0.015974441,12,12,11.5,13,157,7,Piedmont Triad RPO,fbbe5a26-9480-41fc-a5cd-0bcadf936b3f,0.000795064182966598,0.150718587980209
106,371539703004,0.046558704,0.12854251,0.607287449,0.137651822,0,0.133757962,0,5.5,5.5,5.5,5.5,153,8,Lumber River RPO,de9e8e89-b36f-4139-8cd2-5cd69f0adb9f,0.00418671559532413,0.320515713697215
107,371539711001,0.161856964,0.19510665,0.201380176,0.340652447,0.050167224,0.326938449,0,11.5,10.5,9.5,10.5,153,8,Lumber River RPO,2ebc019d-1539-43cd-9c47-fa17360c9c61,0.00784083912958522,0.471927903988285
108,371539702001,0.260055096,0.211019284,0.131680441,0.274931129,0.076086957,0.157251908,0.083672284,14,13,10.5,11.5,153,8,Lumber River RPO,bad0b512-a84c-4e89-8480-c4baa1d381b4,0.011430989601422,0.591581894550961
109,370810108001,0.093695271,0.119089317,0.255691769,0.154991243,0.11,0.134736842,0.008249313,9,9,9,9,81,7,Greensboro Urban Area MPO,aa995d7d-9920-4485-975b-3092f306146c,0.000102093462146513,0.0469174487331435
110,371790210133,0.331755797,0.044013251,0.034548036,0.27165168,0,0.055353241,0.02020202,10,10,10,11.5,179,10,Charlotte Regional Transportation Planning Organization,972ad9a7-8b75-4f25-a53a-2faf19dd2ee6,0.000508791462380032,0.112795259955446
111,371790210092,0.276686593,0.015371477,0.064901793,0.269854825,0,0.025673941,0.090345438,11,11,11,11,179,10,Charlotte Regional Transportation Planning Organization,911ab0b6-d8df-4d6d-b123-833e642064d9,0.000208056792189382,0.0825909132146075
112,371510303011,0.108474576,0.276271186,0.218644068,0.26779661,0,0.064638783,0.076271186,9,10,10,10,151,8,Piedmont Triad RPO,c0035153-5797-4e2a-8a7a-1e03ee9cb9c0,0.000506650837451161,0.104061467427854
113,371510303013,0.249894648,0.391066161,0.064896755,0.495996629,0,0.166190748,0.17905103,13,14,17.5,16,151,8,Piedmont Triad RPO,97b3e406-5b64-4188-8cd4-9fca875f5577,0.000185102364866907,0.0585746088382862
114,371510305022,0.288100209,0.759916493,0.202505219,0.461377871,0,0.292134831,0.106430155,15.5,15.5,17,17,151,8,Piedmont Triad RPO,5f4df333-68fd-4b3e-8ac8-9579872c8619,0.000269556561534046,0.110848350372859
115,371510305023,0.146476643,0.109263658,0.185273159,0.235154394,0,0.142711519,0.05621536,8,8,9,10,151,8,Piedmont Triad RPO,5c66cff2-990c-4736-a732-2000c1dd3a5b,0.00156850877328907,0.219950505554835
116,371190051002,0.079259259,0.567407407,0.183703704,0.871111111,0.155666252,0.194536424,0.033860045,14.5,14.5,14.5,14.5,119,10,Charlotte Regional Transportation Planning Organization,fa4ea5e1-ec95-46d3-9d9b-cccf852f9290,0.000100957119684608,0.0461171736392216
