OBJECTID,Tree_ID,Common,DBH,Active,Location,lat,lon,Deciduous,index_right,centroid_id,x_snap,y_snap,dist_m
277710,109214,CRAPEMYRTLE SPP,5.0,1,400 E TREMONT AV,35.20787846751863,-80.85769411278118,1,4,1,512750.0,3896350.0,317.4849282054345
277752,97400,CRAPEMYRTLE SPP,3.0,1,1930 HAWKINS ST,35.21156518531554,-80.86138733948935,1,4,1,512750.0,3896350.0,211.82281575037717
277984,97444,CRAPEMYRTLE SPP,3.0,1,1930 HAWKINS ST,35.21163947296844,-80.86190443443051,1,4,1,512750.0,3896350.0,249.89981339198215
278276,97974,ELM CHINESE,4.0,1,121 WEST BV,35.21295398853101,-80.8597999074938,1,4,1,512750.0,3896350.0,318.43513641309147
278381,96961,CHERRY/PLUM/PEACH SPP,11.0,1,100 W WORTHINGTON AV,35.21194965219064,-80.85943758842028,1,4,1,512750.0,3896350.0,211.43634181043086
278634,107097,MAPLE RED,16.0,1,300 E TREMONT AV,35.20871753960774,-80.85846259784478,1,4,1,512750.0,3896350.0,201.27300436251858
279170,97981,ELM CHINESE,14.0,1,1821 EAST BV,35.2123351680806,-80.85863855545651,1,4,1,512750.0,3896350.0,275.4374763595206
279170,97981,ELM CHINESE,14.0,1,1821 EAST BV,35.2123351680806,-80.85863855545651,1,4,1,512750.0,3896350.0,275.4374763595206
279185,107805,PHOTINIA SPP,7.0,1,200 E TREMONT AV,35.208831007163106,-80.85889902614663,1,4,1,512750.0,3896350.0,167.0671204238633
279763,97515,CRAPEMYRTLE SPP,10.0,1,1928 EUCLID AV,35.2082790649957,-80.85743512253848,1,4,1,512750.0,3896350.0,301.8805628297785
280252,96781,CRAPEMYRTLE SPP,4.0,1,1928 SOUTH BV,35.209950975679696,-80.8598401379444,1,4,1,512750.0,3896350.0,16.374680170072434
280512,107055,CRAPEMYRTLE SPP,4.0,1,300 E TREMONT AV,35.20886086146321,-80.85861681544246,1,4,1,512750.0,3896350.0,180.0680404719566
280600,102219,HORNBEAM EUROPEAN,10.0,1,2100 SOUTH BV,35.208360138487876,-80.86021805070713,1,4,1,512750.0,3896350.0,193.15027538078897
280626,97362,CRAPEMYRTLE SPP,5.0,1,127 W WORTHINGTON AV,35.212043125656926,-80.86089180196731,1,4,1,512750.0,3896350.0,234.63958184816622
281181,98003,MAPLE RED,15.0,1,300 EAST BV,35.21070961659091,-80.85651707921616,1,4,1,512750.0,3896350.0,317.1805625922499
281238,96772,CRAPEMYRTLE SPP,5.0,1,1928 SOUTH BV,35.20997432890461,-80.85993586396948,1,4,1,512750.0,3896350.0,12.303248222023937
281253,97984,ELM CHINESE,14.0,1,1821 EAST BV,35.21215115105064,-80.8583905957998,1,4,1,512750.0,3896350.0,268.06264828473843
281490,97337,CHERRY/PLUM/PEACH SPP,12.0,1,101 W WORTHINGTON AV,35.21122534505514,-80.8600283498597,1,4,1,512750.0,3896350.0,126.94887689814695
281571,97969,ELM CHINESE,4.0,1,1807 S TRYON ST,35.213387677931635,-80.86074463024147,1,4,1,512750.0,3896350.0,374.00480702974335
281785,96767,ELM CHINESE,10.0,1,1910 SOUTH BV,35.21045711123245,-80.8592640517857,1,4,1,512750.0,3896350.0,72.44333965897697
281816,97935,CRAPEMYRTLE SPP,7.0,1,1829 CLEVELAND AV,35.21014001837321,-80.85725198038038,1,4,1,512750.0,3896350.0,242.69611092363496
281821,97446,CRAPEMYRTLE SPP,5.0,1,1930 HAWKINS ST,35.21174897810795,-80.86221539512529,1,4,1,512750.0,3896350.0,278.9693990102953
282214,107932,MAGNOLIA SAUCER,5.0,1,2151 HAWKINS ST,35.20932345421815,-80.86227480577897,1,4,1,512750.0,3896350.0,230.5447383957896
282289,96765,ELM CHINESE,16.0,1,1900 SOUTH BV,35.21082840114969,-80.85885904664953,1,4,1,512750.0,3896350.0,126.85822667693573
282502,96960,CHERRY/PLUM/PEACH SPP,11.0,1,100 W WORTHINGTON AV,35.21181955190936,-80.85955049606238,1,4,1,512750.0,3896350.0,195.3243121264093
282553,97318,MAPLE RED,3.0,1,1930 CAMDEN RD,35.21062947768373,-80.86070695629695,1,4,1,512750.0,3896350.0,93.90519505601117
282747,108035,OAK WILLOW,17.0,1,2041 SOUTH BV,35.20818631757389,-80.85963308512056,1,4,1,512750.0,3896350.0,212.06789593416232
282982,97321,CHERRY/PLUM/PEACH SPP,8.0,1,1930 CAMDEN RD,35.210653868884584,-80.86101515736864,1,4,1,512750.0,3896350.0,118.19648715896992
283090,97957,ELM CHINESE,8.0,1,1909 SOUTH BV,35.21034253875458,-80.85914113766472,1,4,1,512750.0,3896350.0,76.25446650306642
283248,97388,MAGNOLIA CUCUMBER TREE,9.0,1,101 W WORTHINGTON AV,35.21176041081789,-80.86013569175347,1,4,1,512750.0,3896350.0,186.9438977455421
283313,97323,CHERRY/PLUM/PEACH SPP,10.0,1,1930 CAMDEN RD,35.21067504316214,-80.86121679356008,1,4,1,512750.0,3896350.0,135.18950300385887
283458,97499,CRAPEMYRTLE SPP,6.0,1,316 E WORTHINGTON AV,35.2094035543662,-80.85705732297163,1,4,1,512750.0,3896350.0,271.05966702242483
283502,97477,ELM CHINESE,6.0,1,1900 ABBOTT ST,35.213004038077315,-80.86280900174903,1,4,1,512750.0,3896350.0,417.2610500106802
283967,97983,ELM CHINESE,15.0,1,1821 EAST BV,35.21220950012442,-80.85846819666335,1,4,1,512750.0,3896350.0,270.0974275119483
284416,107860,OAK WILLOW,9.0,1,2000 CLEVELAND AV,35.208777904028146,-80.85900021791828,1,4,1,512750.0,3896350.0,167.21307789394098
284469,97469,CRAPEMYRTLE SPP,10.0,1,1950 ABBOTT ST,35.211909188602746,-80.8634751887242,1,4,1,512750.0,3896350.0,381.8488893697418
284558,108053,OAK WILLOW,13.0,1,2041 SOUTH BV,35.20816685392069,-80.859676902631,1,4,1,512750.0,3896350.0,213.7649873970564
284611,97934,CRAPEMYRTLE SPP,6.0,1,1829 CLEVELAND AV,35.21009131534447,-80.85730252849012,1,4,1,512750.0,3896350.0,238.01786572594048
284683,97386,MAGNOLIA CUCUMBER TREE,8.0,1,101 W WORTHINGTON AV,35.21180252115197,-80.86021301718087,1,4,1,512750.0,3896350.0,192.4447932465632
284722,97357,CRAPEMYRTLE SPP,9.0,1,127 W WORTHINGTON AV,35.21170791251616,-80.8611220037202,1,4,1,512750.0,3896350.0,210.80936209111007
284844,97338,CHERRY/PLUM/PEACH SPP,13.0,1,1930 CAMDEN RD,35.21106268872884,-80.86016889870258,1,4,1,512750.0,3896350.0,110.89410829460292
284845,97345,CRAPEMYRTLE SPP,5.0,1,1930 CAMDEN RD,35.21085090237596,-80.86170002741378,1,4,1,512750.0,3896350.0,183.1630104845669
284933,97500,CRAPEMYRTLE SPP,6.0,1,316 E WORTHINGTON AV,35.20937926745318,-80.85702249287029,1,4,1,512750.0,3896350.0,274.85985472824524
284947,102147,HORNBEAM EUROPEAN,9.0,1,2000 SOUTH BV,35.20876425987656,-80.86014030776194,1,4,1,512750.0,3896350.0,147.78418911490215
285007,107059,CRAPEMYRTLE SPP,6.0,1,300 E TREMONT AV,35.20881333548191,-80.85854931428453,1,4,1,512750.0,3896350.0,188.08243826076813
285189,97982,ELM CHINESE,12.0,1,1821 EAST BV,35.2122859913578,-80.85855737451747,1,4,1,512750.0,3896350.0,273.7656993925307
285292,97478,ELM CHINESE,9.0,1,1900 ABBOTT ST,35.2129759551425,-80.86273939815423,1,4,1,512750.0,3896350.0,410.8592908599819
285397,97385,MAGNOLIA CUCUMBER TREE,9.0,1,101 W WORTHINGTON AV,35.21184889047771,-80.86030987753475,1,4,1,512750.0,3896350.0,198.9299185166132
285455,97349,CRAPEMYRTLE SPP,4.0,1,1930 CAMDEN RD,35.2110717597268,-80.86154681477716,1,4,1,512750.0,3896350.0,184.34532349784172
285532,97968,ELM CHINESE,4.0,1,1807 S TRYON ST,35.213473882598436,-80.86094086595931,1,4,1,512750.0,3896350.0,387.2772030605892
285612,107010,PHOTINIA SPP,11.0,1,200 E TREMONT AV,35.209043113467835,-80.85889434154433,1,4,1,512750.0,3896350.0,148.34208365981786
285644,97486,CRAPEMYRTLE SPP,9.0,1,216 E WORTHINGTON AV,35.21032995240676,-80.85828570405238,1,4,1,512750.0,3896350.0,151.00845575387618
285749,107179,CRAPEMYRTLE SPP,7.0,1,2005 ATHERTON HEIGHTS LN,35.208484149779,-80.85809448374219,1,4,1,512750.0,3896350.0,242.94807503457704
285880,107999,SWEETGUM AMERICAN,19.0,1,2000 CLEVELAND AV,35.208615936863616,-80.85914685862208,1,4,1,512750.0,3896350.0,177.30381213357245
285903,97960,CRAPEMYRTLE SPP,1.0,1,1901 SOUTH BV,35.21064452165141,-80.85879676632425,1,4,1,512750.0,3896350.0,119.44655067697998
286171,97340,CHERRY/PLUM/PEACH SPP,13.0,1,1930 CAMDEN RD,35.21086284228453,-80.86033264033932,1,4,1,512750.0,3896350.0,94.24884045805146
286187,97342,CHERRY/PLUM/PEACH SPP,10.0,1,1930 CAMDEN RD,35.21065535793456,-80.86050417698812,1,4,1,512750.0,3896350.0,82.83750635748468
286204,97344,CRAPEMYRTLE SPP,5.0,1,1930 CAMDEN RD,35.21080046735319,-80.861743246822,1,4,1,512750.0,3896350.0,184.17582021601595
286213,107028,PHOTINIA SPP,10.0,1,200 E TREMONT AV,35.20898190664712,-80.8588117467246,1,4,1,512750.0,3896350.0,158.3532294578177
286542,97933,CRAPEMYRTLE SPP,7.0,1,1829 CLEVELAND AV,35.21002370137944,-80.85738408996927,1,4,1,512750.0,3896350.0,230.6908524422626
286752,107968,SWEETGUM AMERICAN,11.0,1,2000 CLEVELAND AV,35.20866937440212,-80.85909313256782,1,4,1,512750.0,3896350.0,173.93026832911923
