INCIDENT_REPORT_ID,LOCATION,ZIP,LATITUDE_PUBLIC,LONGITUDE_PUBLIC,CMPD_PATROL_DIVISION,NPA,LOCATION_TYPE_DESCRIPTION,PLACE_TYPE_DESCRIPTION,PLACE_DETAIL_DESCRIPTION,HIGHEST_NIBRS_DESCRIPTION,date,year,hour,day_type,cluster,cluster_title,geometry,nearest_station,station_list
20171206-0725-00,200 N COLLEGE ST,28202,35.227041,-80.840856,Central,476,Indoors,Commercial Place,Other - Commercial Place,All Other Thefts,2017-12-06,2017,7,Weekday,1,Property Theft and Vandalism,POINT (-80.840856 35.227041),CTC/Arena,"['CTC/Arena', '7th Street', '3rd St/Convention']"
20210614-0243-00,300 W BLAND ST,28203,35.219246,-80.857294,Central,339,Outdoors,Open Area,Street/Highway,All Other Offenses,2021-06-14,2021,2,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.857294 35.219246),Bland,['Bland']
20170625-1051-02,300 E 5TH ST,28202,35.227041,-80.840856,Central,476,Outdoors,Open Area,Street/Highway,Simple Assault,2017-06-25,2017,10,Sunday,4,Sexual Violent Crimes,POINT (-80.840856 35.227041),CTC/Arena,"['CTC/Arena', '7th Street', '3rd St/Convention']"
20231230-0050-02,200 E 6TH ST,28202,35.227841,-80.839745,Central,476,Parking Deck,Public/Non-Residential,Other - Public/Non-Residential,Suicide,2023-12-30,2023,0,Saturday,6,"""Violent and Harmful Offenses""",POINT (-80.839745 35.227841),7th Street,"['7th Street', 'CTC/Arena', '9th Street']"
20190426-0737-01,600 E 5TH ST,28202,35.223718,-80.836913,Central,476,Outdoors,Commercial Place,Other - Commercial Place,Theft From Motor Vehicle,2019-04-26,2019,7,Weekday,1,Property Theft and Vandalism,POINT (-80.836913 35.223718),7th Street,"['7th Street', 'CTC/Arena']"
20221012-0615-04,600 E TRADE ST,28202,35.222915,-80.83802,Central,476,Indoors,Public/Non-Residential,Government Building,Other Unlisted Non-Criminal,2022-10-12,2022,6,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.83802 35.222915),CTC/Arena,"['CTC/Arena', '7th Street']"
20180815-2048-03,200 N CHURCH ST,28202,35.228926,-80.843025,Central,476,Parking Deck,Residential,Garage/Storage - Attached,All Other Thefts,2018-08-15,2018,20,Weekday,1,Property Theft and Vandalism,POINT (-80.843025 35.228926),CTC/Arena,['CTC/Arena']
20240326-1749-03,100 N TRYON ST,28255,35.227199,-80.843083,Central,476,Outdoors,Open Area,Other - Open Area,All Other Thefts,2024-03-26,2024,17,Weekday,1,Property Theft and Vandalism,POINT (-80.843083 35.227199),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20191029-1844-00,300 E 5TH ST,28202,35.227041,-80.840856,Central,476,Outdoors,Open Area,Other - Open Area,Robbery,2019-10-29,2019,18,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.840856 35.227041),CTC/Arena,"['CTC/Arena', '7th Street', '3rd St/Convention']"
20180511-0717-00,400 E 4TH ST,28202,35.223788,-80.841164,Central,476,Parking Lot,Commercial Place,Park and Ride Facility,Theft of Motor Vehicle Parts from Vehicle,2018-05-11,2018,7,Weekday,1,Property Theft and Vandalism,POINT (-80.841164 35.223788),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20200521-1726-02,600 E TRADE ST,28202,35.222915,-80.83802,Central,476,Other,Open Area,Cyberspace,Pornography/Obscene Material,2020-05-21,2020,17,Weekday,2,Sexual Offenses Against Privacy,POINT (-80.83802 35.222915),CTC/Arena,"['CTC/Arena', '7th Street']"
20190815-2345-04,600 E TRADE ST,28202,35.222915,-80.83802,Central,476,Indoors,Open Area,Other - Open Area,Damage/Vandalism Of Property,2019-08-15,2019,23,Weekday,1,Property Theft and Vandalism,POINT (-80.83802 35.222915),CTC/Arena,"['CTC/Arena', '7th Street']"
20180705-2041-00,100 E TRADE ST,28202,35.227199,-80.843083,Central,476,Indoors,Commercial Place,Hotel/Motel,Drug/Narcotic Violations,2018-07-05,2018,20,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.843083 35.227199),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20201114-1404-03,200 S TRYON ST,28202,35.226412,-80.844208,Central,476,Parking Deck,Commercial Place,Hotel/Motel,Theft From Motor Vehicle,2020-11-14,2020,14,Saturday,1,Property Theft and Vandalism,POINT (-80.844208 35.226412),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20230719-1002-06,600 E BROOKLYN VILLAGE AV,28202,35.219052,-80.843542,Central,3,Indoors,Residential,Apartment/Duplex Private Res,All Other Thefts,2023-07-19,2023,10,Weekday,1,Property Theft and Vandalism,POINT (-80.843542 35.219052),Brooklyn Village,['Brooklyn Village']
20210109-2129-03,400 E 6TH ST,28202,35.226161,-80.837768,Central,476,Outdoors,Public/Non-Residential,Other - Public/Non-Residential,All Other Offenses,2021-01-09,2021,21,Saturday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.837768 35.226161),7th Street,"['7th Street', 'CTC/Arena', '9th Street']"
20230818-1425-03,200 E 9TH ST,28202,35.229334,-80.835683,Central,476,Outdoors,Residential,Apartment/Duplex Private Res,Other Unlisted Non-Criminal,2023-08-18,2023,14,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.835683 35.229334),9th Street,"['9th Street', '7th Street']"
20210216-1714-00,200 S TRYON ST,28202,35.226412,-80.844208,Central,476,Indoors,Commercial Place,Hotel/Motel,Other Unlisted Non-Criminal,2021-02-16,2021,17,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.844208 35.226412),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20240317-1312-02,400 E 9TH ST,28202,35.22806,-80.834181,Central,476,Parking Lot,Open Area,Other - Open Area,Motor Vehicle Theft,2024-03-17,2024,13,Sunday,1,Property Theft and Vandalism,POINT (-80.834181 35.22806),9th Street,"['9th Street', '7th Street']"
20200416-1437-00,300 E TRADE ST,28202,35.226243,-80.841973,Central,476,Outdoors,Open Area,Bus Stop,Family Offenses; Nonviolent,2020-04-16,2020,14,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20180906-2154-02,200 S TRYON ST,28202,35.226412,-80.844208,Central,476,Outdoors,Open Area,Street/Highway,All Other Offenses,2018-09-06,2018,21,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.844208 35.226412),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20230814-2120-00,600 S CALDWELL ST,28202,35.219373,-80.84663,Central,476,Indoors,Retail,Convenience Store,Shoplifting,2023-08-14,2023,21,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.84663 35.219373),Brooklyn Village,['Brooklyn Village']
20190316-1805-00,200 E TRADE ST,28202,35.226243,-80.841973,Central,476,Indoors,Commercial Place,Fitness Center,All Other Thefts,2019-03-16,2019,18,Saturday,1,Property Theft and Vandalism,POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20190804-1247-03,900 N COLLEGE ST,28203,35.232917,-80.832622,Central,476,Indoors,Residential,Other - Residential,All Other Offenses,2019-08-04,2019,12,Sunday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.832622 35.232917),9th Street,['9th Street']
20220828-2119-01,1800 CAMDEN RD,28203,35.212574,-80.858829,Central,388,Outdoors,Open Area,Street/Highway,All Other Offenses,2022-08-28,2022,21,Sunday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.858829 35.212574),East/West,"['East/West', 'Bland']"
20170717-1208-03,600 E TRADE ST,28202,35.222915,-80.83802,Central,476,Indoors,Public/Non-Residential,Government Building,Forcible Fondling,2017-07-17,2017,12,Weekday,4,Sexual Violent Crimes,POINT (-80.83802 35.222915),CTC/Arena,"['CTC/Arena', '7th Street']"
20220912-1056-00,200 W TRADE ST,28202,35.228131,-80.844166,Central,476,Indoors,Commercial Place,Hotel/Motel,Other Unlisted Non-Criminal,2022-09-12,2022,10,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.844166 35.228131),CTC/Arena,['CTC/Arena']
20240702-1009-02,500 E 8TH ST,28202,35.226813,-80.834672,Central,476,Parking Lot,Residential,Apartment/Duplex Private Res,Theft From Motor Vehicle,2024-07-02,2024,10,Weekday,1,Property Theft and Vandalism,POINT (-80.834672 35.226813),7th Street,"['7th Street', '9th Street']"
20170326-2113-04,100 E 4TH ST,28202,35.226412,-80.844208,Central,476,Outdoors,Open Area,Street/Highway,Damage/Vandalism Of Property,2017-03-26,2017,21,Sunday,1,Property Theft and Vandalism,POINT (-80.844208 35.226412),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20190519-0205-02,100 E TRADE ST,28202,35.227199,-80.843083,Central,476,Parking Deck,Commercial Place,Hotel/Motel,Motor Vehicle Theft,2019-05-19,2019,2,Sunday,1,Property Theft and Vandalism,POINT (-80.843083 35.227199),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20240114-0712-00,600 E 8TH ST,28202,35.225987,-80.833699,Central,476,Indoors,Residential,Apartment/Duplex Private Res,All Other Thefts,2024-01-14,2024,7,Sunday,1,Property Theft and Vandalism,POINT (-80.833699 35.225987),7th Street,"['7th Street', '9th Street']"
20250213-1454-02,2100 SOUTH BV,28203,35.207769,-80.860343,Central,3,Indoors,Commercial Place,Restaurant/Diner/Coffee Shop,Intimidation,2025-02-13,2025,14,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.860343 35.207769),East/West,['East/West']
20180911-1254-04,200 N TRYON ST,28202,35.227994,-80.841946,Central,476,Indoors,Commercial Place,Bar/Tavern/Nightclub,All Other Thefts,2018-09-11,2018,12,Weekday,1,Property Theft and Vandalism,POINT (-80.841946 35.227994),CTC/Arena,"['CTC/Arena', '7th Street']"
20170113-2253-04,400 E 11TH ST,28202,35.229947,-80.832388,Central,476,Outdoors,Open Area,Street/Highway,All Other Offenses,2017-01-13,2017,22,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.832388 35.229947),9th Street,['9th Street']
20181230-0907-00,200 E TRADE ST,28202,35.226243,-80.841973,Central,476,Indoors,Open Area,Other - Open Area,Simple Assault,2018-12-30,2018,9,Sunday,4,Sexual Violent Crimes,POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20190705-2139-03,400 N CALDWELL ST,28201,35.226069,-80.835717,Central,476,Outdoors,Open Area,Street/Highway,All Other Offenses,2019-07-05,2019,21,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.835717 35.226069),7th Street,"['7th Street', '9th Street']"
20250410-1345-00,600 E TRADE ST,28202,35.222915,-80.83802,Central,476,Other,Open Area,Cyberspace,Pornography/Obscene Material,2025-04-10,2025,13,Weekday,2,Sexual Offenses Against Privacy,POINT (-80.83802 35.222915),CTC/Arena,"['CTC/Arena', '7th Street']"
20230924-2314-01,1400 S CHURCH ST,28203,35.219246,-80.857294,Central,339,Outdoors,Open Area,Street/Highway,Theft From Motor Vehicle,2023-09-24,2023,23,Sunday,1,Property Theft and Vandalism,POINT (-80.857294 35.219246),Bland,['Bland']
20250827-1751-01,300 E TRADE ST,28202,35.226243,-80.841973,Central,476,Outdoors,Commercial Place,Stadium/Arena,Other Unlisted Non-Criminal,2025-08-27,2025,17,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20181017-1105-01,200 E TRADE ST,28208,35.226243,-80.841973,Central,476,Indoors,Commercial Place,Fitness Center,All Other Thefts,2018-10-17,2018,11,Weekday,1,Property Theft and Vandalism,POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20240426-0705-01,2000 S TRYON ST,28203,35.212531,-80.865013,Metro,157,Outdoors,Open Area,Street/Highway,All Other Offenses,2024-04-26,2024,7,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.865013 35.212531),East/West,['East/West']
20220424-1618-02,700 N CHURCH ST,28202,35.23278,-80.837512,Central,476,Parking Lot,Open Area,Other - Open Area,Vehicle Recovery,2022-04-24,2022,16,Sunday,1,Property Theft and Vandalism,POINT (-80.837512 35.23278),9th Street,['9th Street']
20210326-1450-01,200 S BREVARD ST,28202,35.223788,-80.841164,Central,476,Parking Lot,Public/Non-Residential,Other - Public/Non-Residential,Theft From Motor Vehicle,2021-03-26,2021,14,Weekday,1,Property Theft and Vandalism,POINT (-80.841164 35.223788),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20171024-0802-05,1500 S TRYON ST,28203,35.216099,-80.856241,Central,339,Outdoors,Open Area,Street/Highway,Other Unlisted Non-Criminal,2017-10-24,2017,8,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.856241 35.216099),Bland,"['Bland', 'East/West']"
20240309-1913-00,100 E TRADE ST,28202,35.227199,-80.843083,Central,476,Outdoors,Commercial Place,Hotel/Motel,Public Accident,2024-03-09,2024,19,Saturday,9,Non-Criminal Incident Reports,POINT (-80.843083 35.227199),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20190531-1153-01,1300 SOUTH BV,28203,35.216373,-80.852115,Central,3,Outdoors,Open Area,Construction Site,Theft From Motor Vehicle,2019-05-31,2019,11,Weekday,1,Property Theft and Vandalism,POINT (-80.852115 35.216373),Bland,['Bland']
20250804-0758-00,1100 S TRYON ST,28203,35.219598,-80.85258,Central,476,Indoors,Open Area,Construction Site,Theft From Building,2025-08-04,2025,7,Weekday,1,Property Theft and Vandalism,POINT (-80.85258 35.219598),Carson,"['Carson', 'Bland']"
20200606-1505-02,1000 S TRYON ST,28202,35.220936,-80.85121,Central,476,Parking Lot,Open Area,Other - Open Area,Damage/Vandalism Of Property,2020-06-06,2020,15,Saturday,1,Property Theft and Vandalism,POINT (-80.85121 35.220936),Carson,"['Carson', 'Brooklyn Village']"
20170311-2014-00,200 E 5TH ST,28202,35.227041,-80.840856,Central,476,Indoors,Commercial Place,Bar/Tavern/Nightclub,All Other Thefts,2017-03-11,2017,20,Saturday,1,Property Theft and Vandalism,POINT (-80.840856 35.227041),CTC/Arena,"['CTC/Arena', '7th Street', '3rd St/Convention']"
20240114-0929-01,300 WEST BV,28203,35.213987,-80.861858,Central,388,Indoors,Commercial Place,Restaurant/Diner/Coffee Shop,Simple Assault,2024-01-14,2024,9,Sunday,4,Sexual Violent Crimes,POINT (-80.861858 35.213987),East/West,['East/West']
20171129-1950-02,200 E BLAND ST,28203,35.217008,-80.854286,Central,3,Outdoors,Open Area,Other - Open Area,Motor Vehicle Theft,2017-11-29,2017,19,Weekday,1,Property Theft and Vandalism,POINT (-80.854286 35.217008),Bland,['Bland']
20200624-1824-00,2000 SOUTH BV,28203,35.209772,-80.859833,Central,3,Parking Lot,Commercial Place,Other - Commercial Place,All Other Offenses,2020-06-24,2020,18,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.859833 35.209772),East/West,['East/West']
20221102-1119-00,600 E TRADE ST,28202,35.222915,-80.83802,Central,476,Indoors,Residential,Other - Residential,Other Unlisted Non-Criminal,2022-11-02,2022,11,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.83802 35.222915),CTC/Arena,"['CTC/Arena', '7th Street']"
20200709-1114-02,300 W TREMONT AV,28203,35.210672,-80.86189,Central,338,Parking Deck,Residential,Apartment/Duplex Private Res,Theft From Motor Vehicle,2020-07-09,2020,11,Weekday,1,Property Theft and Vandalism,POINT (-80.86189 35.210672),East/West,['East/West']
20221102-1845-02,200 N TRYON ST,28202,35.227994,-80.841946,Central,476,Indoors,Commercial Place,Bar/Tavern/Nightclub,All Other Thefts,2022-11-02,2022,18,Weekday,1,Property Theft and Vandalism,POINT (-80.841946 35.227994),CTC/Arena,"['CTC/Arena', '7th Street']"
20250921-1138-02,1400 S TRYON ST,28203,35.216686,-80.855588,Central,339,Indoors,Commercial Place,Bar/Tavern/Nightclub,Pocket-Picking,2025-09-21,2025,11,Sunday,7,"""Financial and Personal Crimes""",POINT (-80.855588 35.216686),Bland,['Bland']
20190109-1835-02,600 N CHURCH ST,28202,35.232696,-80.837638,Central,476,Other,Residential,Apartment/Duplex Private Res,Drug/Narcotic Violations,2019-01-09,2019,18,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.837638 35.232696),9th Street,['9th Street']
20210411-0355-01,900 S COLLEGE ST,28203,35.220908,-80.849981,Central,476,Outdoors,Open Area,Street/Highway,All Other Offenses,2021-04-11,2021,3,Sunday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.849981 35.220908),Carson,"['Carson', 'Brooklyn Village']"
20250411-1545-02,600 E TRADE ST,28202,35.222915,-80.83802,Central,476,Other,Open Area,Cyberspace,Pornography/Obscene Material,2025-04-11,2025,15,Weekday,2,Sexual Offenses Against Privacy,POINT (-80.83802 35.222915),CTC/Arena,"['CTC/Arena', '7th Street']"
20250529-0035-00,300 E 6TH ST,28202,35.227841,-80.839745,Central,476,Outdoors,Commercial Place,Other - Commercial Place,Other Unlisted Non-Criminal,2025-05-29,2025,0,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.839745 35.227841),7th Street,"['7th Street', 'CTC/Arena', '9th Street']"
20260212-1104-02,1400 S TRYON ST,28203,35.216686,-80.855588,Central,339,Outdoors,Commercial Place,Bar/Tavern/Nightclub,Purse-Snatching,2026-02-12,2026,11,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.855588 35.216686),Bland,['Bland']
20171001-2039-00,300 W 9TH ST,28202,35.232923,-80.839833,Central,476,Outdoors,Open Area,Street/Highway,Other Unlisted Non-Criminal,2017-10-01,2017,20,Sunday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.839833 35.232923),9th Street,['9th Street']
20171118-2225-04,1900 SOUTH BV,28203,35.210775,-80.858791,Central,3,Parking Deck,Open Area,Other - Open Area,Theft From Motor Vehicle,2017-11-18,2017,22,Saturday,1,Property Theft and Vandalism,POINT (-80.858791 35.210775),East/West,['East/West']
20241214-2059-02,200 ALPHA MILL LN,28206,35.231461,-80.832261,Central,476,Parking Lot,Residential,Apartment/Duplex Private Res,Theft From Motor Vehicle,2024-12-14,2024,20,Saturday,1,Property Theft and Vandalism,POINT (-80.832261 35.231461),9th Street,['9th Street']
20250608-1222-05,200 W BLAND ST,28203,35.218355,-80.856054,Central,339,Parking Deck,Residential,Apartment/Duplex Private Res,Motor Vehicle Theft,2025-06-08,2025,12,Sunday,1,Property Theft and Vandalism,POINT (-80.856054 35.218355),Bland,['Bland']
20251007-1804-02,200 E 4TH ST,28202,35.225467,-80.843098,Central,476,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,2025-10-07,2025,18,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.843098 35.225467),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20230522-1356-03,100 S TRYON ST,28280,35.227199,-80.843083,Central,476,Parking Lot,Commercial Place,Fitness Center,Theft From Motor Vehicle,2023-05-22,2023,13,Weekday,1,Property Theft and Vandalism,POINT (-80.843083 35.227199),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20230213-1439-02,1400 WINNIFRED ST,28203,35.21757,-80.856857,Central,339,Indoors,Residential,Apartment/Duplex Private Res,Other Unlisted Non-Criminal,2023-02-13,2023,14,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.856857 35.21757),Bland,['Bland']
20170629-0006-01,200 E TRADE ST,28202,35.226243,-80.841973,Central,476,Indoors,Commercial Place,Bar/Tavern/Nightclub,Simple Assault,2017-06-29,2017,0,Weekday,4,Sexual Violent Crimes,POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20230930-2141-03,300 S TRYON ST,28202,35.225651,-80.845306,Central,476,Indoors,Commercial Place,Restaurant/Diner/Coffee Shop,False Pretenses/Swindle,2023-09-30,2023,21,Saturday,0,Fraudulent Financial Crimes,POINT (-80.845306 35.225651),3rd St/Convention,"['3rd St/Convention', 'CTC/Arena']"
20220220-1032-01,300 N DAVIDSON ST,28202,35.224467,-80.835845,Central,476,Indoors,Residential,Apartment/Duplex Private Res,Motor Vehicle Theft,2022-02-20,2022,10,Sunday,1,Property Theft and Vandalism,POINT (-80.835845 35.224467),7th Street,['7th Street']
20240213-1749-02,300 W TREMONT AV,28203,35.210672,-80.86189,Central,338,Parking Deck,Residential,Apartment/Duplex Private Res,Theft From Motor Vehicle,2024-02-13,2024,17,Weekday,1,Property Theft and Vandalism,POINT (-80.86189 35.210672),East/West,['East/West']
