OBJECTID,Tree_ID,Common,DBH,Active,Location,geometry,index_right,name,lat,lon,Deciduous
1763011,110530569,OAK: WILLOW,20.0,1,,POINT (514710.0084374504 3898735.4229994933),0,9th Street,35.2297,-80.835,1
1763012,110530570,OAK: WILLOW,22.0,1,,POINT (514787.06734493416 3898701.1971495557),0,9th Street,35.2297,-80.835,1
1763013,110530571,OAK: WILLOW,27.0,1,,POINT (514796.38147636224 3898709.0653059934),0,9th Street,35.2297,-80.835,1
1763014,110530572,OAK: WILLOW,23.0,1,,POINT (514828.8875781574 3898737.2497295653),0,9th Street,35.2297,-80.835,1
1763015,110530573,OAK: WILLOW,22.0,1,,POINT (514835.59741788777 3898743.4090231825),0,9th Street,35.2297,-80.835,1
1763016,110530574,OAK: WILLOW,22.0,1,,POINT (514843.02090124437 3898749.911174055),0,9th Street,35.2297,-80.835,1
1763017,110530575,OAK: WILLOW,21.0,1,,POINT (514849.34074659523 3898755.2625632235),0,9th Street,35.2297,-80.835,1
1763018,110530576,OAK: WILLOW,28.0,1,,POINT (514857.78980255825 3898762.298644086),0,9th Street,35.2297,-80.835,1
1763019,110530577,OAK: WILLOW,22.0,1,,POINT (514862.3589009299 3898767.137089482),0,9th Street,35.2297,-80.835,1
1763020,110530578,OAK: WILLOW,22.0,1,,POINT (514896.85793590866 3898796.0924211377),0,9th Street,35.2297,-80.835,1
1763021,110530579,OAK: WILLOW,24.0,1,,POINT (514906.4601496867 3898804.5411443543),0,9th Street,35.2297,-80.835,1
1763022,110530580,OAK: WILLOW,20.0,1,,POINT (514913.29599290335 3898810.9380614366),0,9th Street,35.2297,-80.835,1
1763023,110530581,OAK: WILLOW,21.0,1,,POINT (514924.8331924369 3898821.837611628),0,9th Street,35.2297,-80.835,1
1763024,110530582,OAK: WILLOW,21.0,1,,POINT (514932.17028324556 3898827.7441618694),0,9th Street,35.2297,-80.835,1
1763025,110530583,OAK: WILLOW,31.0,1,,POINT (514941.239193292 3898835.6985720834),0,9th Street,35.2297,-80.835,1
1763026,110530584,OAK: WILLOW,29.0,1,,POINT (515008.79059429816 3898872.4566010577),0,9th Street,35.2297,-80.835,1
1763027,110530585,OAK: WILLOW,28.0,1,,POINT (514995.67073030653 3898884.3045399436),0,9th Street,35.2297,-80.835,1
1763060,110530618,OAK: WILLOW,55.0,1,268 W BLAND ST,POINT (513017.9769406715 3897352.498314939),6,Bland,35.21583,-80.85528,1
1763816,110531374,OAK: WILLOW,22.0,1,,POINT (513792.2377628801 3897255.4282640954),5,Carson,35.21889,-80.85083,1
1763820,110531378,OAK: WILLOW,21.0,1,,POINT (513807.76282039535 3897233.482569709),5,Carson,35.21889,-80.85083,1
1763822,110531380,OAK: WILLOW,22.0,1,,POINT (513815.5794126402 3897219.9579836293),5,Carson,35.21889,-80.85083,1
1763823,110531381,OAK: WILLOW,22.0,1,,POINT (513872.487873119 3897137.8833060456),5,Carson,35.21889,-80.85083,1
1763824,110531382,OAK: WILLOW,39.0,1,,POINT (513883.75208109827 3897122.569708765),5,Carson,35.21889,-80.85083,1
1763825,110531383,OAK: WILLOW,28.0,1,,POINT (513894.560607977 3897108.2889599637),5,Carson,35.21889,-80.85083,1
1763826,110531384,OAK: WILLOW,44.0,1,,POINT (513911.98974982806 3897085.960456904),5,Carson,35.21889,-80.85083,1
1763828,110531386,OAK: WILLOW,27.0,1,,POINT (513921.8648181696 3897072.7130292915),5,Carson,35.21889,-80.85083,1
1763829,110531387,OAK: WILLOW,29.0,1,,POINT (513934.4696480496 3897056.316917667),5,Carson,35.21889,-80.85083,1
1763830,110531388,OAK: WILLOW,30.0,1,,POINT (513941.3122984921 3897047.1649116445),5,Carson,35.21889,-80.85083,1
1763831,110531389,OAK: WILLOW,22.0,1,,POINT (513954.48059813026 3897030.143095723),5,Carson,35.21889,-80.85083,1
1763904,110531462,OAK: WILLOW,4.0,1,,POINT (514401.74276365293 3898369.3938754774),1,7th Street,35.22722,-80.83806,1
1763904,110531462,OAK: WILLOW,4.0,1,,POINT (514401.74276365293 3898369.3938754774),2,CTC/Arena,35.225,-80.84139,1
1763905,110531463,OAK: WILLOW,20.0,1,,POINT (514527.62363537477 3898475.362602733),1,7th Street,35.22722,-80.83806,1
1763906,110531464,OAK: WILLOW,30.0,1,330 N TRYON ST,POINT (514567.06278013333 3898488.2018510574),0,9th Street,35.2297,-80.835,1
1763906,110531464,OAK: WILLOW,30.0,1,330 N TRYON ST,POINT (514567.06278013333 3898488.2018510574),1,7th Street,35.22722,-80.83806,1
1763907,110531465,OAK: WILLOW,32.0,1,324 N TRYON ST,POINT (514560.0784975106 3898481.062994152),0,9th Street,35.2297,-80.835,1
1763907,110531465,OAK: WILLOW,32.0,1,324 N TRYON ST,POINT (514560.0784975106 3898481.062994152),1,7th Street,35.22722,-80.83806,1
1763908,110531466,OAK: WILLOW,33.0,1,,POINT (514531.16549514746 3898457.0651975814),1,7th Street,35.22722,-80.83806,1
1763909,110531467,OAK: WILLOW,22.0,1,,POINT (514524.423503623 3898450.8738595955),1,7th Street,35.22722,-80.83806,1
1763910,110531468,OAK: WILLOW,21.0,1,,POINT (514517.4891201903 3898444.886231254),1,7th Street,35.22722,-80.83806,1
1763911,110531469,OAK: WILLOW,4.0,1,,POINT (514414.92470678844 3898356.300871962),1,7th Street,35.22722,-80.83806,1
1763911,110531469,OAK: WILLOW,4.0,1,,POINT (514414.92470678844 3898356.300871962),2,CTC/Arena,35.225,-80.84139,1
1763912,110531470,OAK: WILLOW,4.0,1,204 N TRYON ST,POINT (514408.48634484265 3898349.5710887485),1,7th Street,35.22722,-80.83806,1
1763912,110531470,OAK: WILLOW,4.0,1,204 N TRYON ST,POINT (514408.48634484265 3898349.5710887485),2,CTC/Arena,35.225,-80.84139,1
1763913,110531471,OAK: WILLOW,17.0,1,,POINT (513989.81302612217 3898018.7706566406),3,3rd St/Convention,35.22361,-80.84306,1
1763913,110531471,OAK: WILLOW,17.0,1,,POINT (513989.81302612217 3898018.7706566406),4,Brooklyn Village,35.22139,-80.84694,1
1763914,110531472,OAK: WILLOW,21.0,1,,POINT (514060.78286094737 3898056.422877688),2,CTC/Arena,35.225,-80.84139,1
1763914,110531472,OAK: WILLOW,21.0,1,,POINT (514060.78286094737 3898056.422877688),3,3rd St/Convention,35.22361,-80.84306,1
1763915,110531473,OAK: WILLOW,21.0,1,,POINT (514068.1827197064 3898061.894018266),2,CTC/Arena,35.225,-80.84139,1
1763915,110531473,OAK: WILLOW,21.0,1,,POINT (514068.1827197064 3898061.894018266),3,3rd St/Convention,35.22361,-80.84306,1
1763916,110531474,OAK: WILLOW,27.0,1,,POINT (514010.9367430628 3898011.9996569785),2,CTC/Arena,35.225,-80.84139,1
1763916,110531474,OAK: WILLOW,27.0,1,,POINT (514010.9367430628 3898011.9996569785),3,3rd St/Convention,35.22361,-80.84306,1
1763916,110531474,OAK: WILLOW,27.0,1,,POINT (514010.9367430628 3898011.9996569785),4,Brooklyn Village,35.22139,-80.84694,1
1763917,110531475,OAK: WILLOW,21.0,1,,POINT (513995.82125102216 3898000.3127634455),3,3rd St/Convention,35.22361,-80.84306,1
1763917,110531475,OAK: WILLOW,21.0,1,,POINT (513995.82125102216 3898000.3127634455),4,Brooklyn Village,35.22139,-80.84694,1
1763918,110531476,OAK: WILLOW,23.0,1,,POINT (513911.743116877 3897931.1362302974),3,3rd St/Convention,35.22361,-80.84306,1
1763918,110531476,OAK: WILLOW,23.0,1,,POINT (513911.743116877 3897931.1362302974),4,Brooklyn Village,35.22139,-80.84694,1
1763919,110531477,OAK: WILLOW,4.0,1,,POINT (514197.1022969161 3898361.7806366826),2,CTC/Arena,35.225,-80.84139,1
1764013,110531571,OAK: WILLOW,3.0,1,,POINT (513703.1632948236 3897390.7424095348),4,Brooklyn Village,35.22139,-80.84694,1
1764013,110531571,OAK: WILLOW,3.0,1,,POINT (513703.1632948236 3897390.7424095348),5,Carson,35.21889,-80.85083,1
1764014,110531572,OAK: WILLOW,13.0,1,,POINT (513730.64670572034 3897354.749122291),5,Carson,35.21889,-80.85083,1
1764020,110531578,OAK: WILLOW,3.0,1,,POINT (514811.59198138036 3898275.4610997844),0,9th Street,35.2297,-80.835,1
1764020,110531578,OAK: WILLOW,3.0,1,,POINT (514811.59198138036 3898275.4610997844),1,7th Street,35.22722,-80.83806,1
1764021,110531579,OAK: WILLOW,3.0,1,,POINT (514820.39039149217 3898268.428959389),0,9th Street,35.2297,-80.835,1
1764021,110531579,OAK: WILLOW,3.0,1,,POINT (514820.39039149217 3898268.428959389),1,7th Street,35.22722,-80.83806,1
1764022,110531580,OAK: WILLOW,3.0,1,,POINT (514826.62352693616 3898262.4859554637),0,9th Street,35.2297,-80.835,1
1764022,110531580,OAK: WILLOW,3.0,1,,POINT (514826.62352693616 3898262.4859554637),1,7th Street,35.22722,-80.83806,1
1764023,110531581,OAK: WILLOW,3.0,1,,POINT (514833.3456823398 3898256.9075809373),0,9th Street,35.2297,-80.835,1
1764023,110531581,OAK: WILLOW,3.0,1,,POINT (514833.3456823398 3898256.9075809373),1,7th Street,35.22722,-80.83806,1
1764023,110531581,OAK: WILLOW,3.0,1,,POINT (514833.3456823398 3898256.9075809373),2,CTC/Arena,35.225,-80.84139,1
1764024,110531582,OAK: WILLOW,3.0,1,,POINT (514840.5568924835 3898249.994850137),0,9th Street,35.2297,-80.835,1
1764024,110531582,OAK: WILLOW,3.0,1,,POINT (514840.5568924835 3898249.994850137),1,7th Street,35.22722,-80.83806,1
1764024,110531582,OAK: WILLOW,3.0,1,,POINT (514840.5568924835 3898249.994850137),2,CTC/Arena,35.225,-80.84139,1
1764025,110531583,OAK: WILLOW,3.0,1,,POINT (514847.6449361407 3898243.8103887835),0,9th Street,35.2297,-80.835,1
1764025,110531583,OAK: WILLOW,3.0,1,,POINT (514847.6449361407 3898243.8103887835),1,7th Street,35.22722,-80.83806,1
1764025,110531583,OAK: WILLOW,3.0,1,,POINT (514847.6449361407 3898243.8103887835),2,CTC/Arena,35.225,-80.84139,1
1764026,110531584,OAK: WILLOW,2.0,1,,POINT (514629.9618150222 3898264.315870527),0,9th Street,35.2297,-80.835,1
1764026,110531584,OAK: WILLOW,2.0,1,,POINT (514629.9618150222 3898264.315870527),1,7th Street,35.22722,-80.83806,1
1764026,110531584,OAK: WILLOW,2.0,1,,POINT (514629.9618150222 3898264.315870527),2,CTC/Arena,35.225,-80.84139,1
1764027,110531585,OAK: WILLOW,9.0,1,321 N CALDWELL ST,POINT (514930.9066473033 3898123.613558586),0,9th Street,35.2297,-80.835,1
1764027,110531585,OAK: WILLOW,9.0,1,321 N CALDWELL ST,POINT (514930.9066473033 3898123.613558586),1,7th Street,35.22722,-80.83806,1
1764028,110531586,OAK: WILLOW,5.0,1,321 N CALDWELL ST,POINT (514923.3812739328 3898116.8183760406),0,9th Street,35.2297,-80.835,1
1764028,110531586,OAK: WILLOW,5.0,1,321 N CALDWELL ST,POINT (514923.3812739328 3898116.8183760406),1,7th Street,35.22722,-80.83806,1
1764029,110531587,OAK: WILLOW,12.0,1,321 N CALDWELL ST,POINT (514910.6328732146 3898106.3892921098),1,7th Street,35.22722,-80.83806,1
1764030,110531588,OAK: WILLOW,14.0,1,321 N CALDWELL ST,POINT (514908.1838647703 3898103.196857872),1,7th Street,35.22722,-80.83806,1
1764030,110531588,OAK: WILLOW,14.0,1,321 N CALDWELL ST,POINT (514908.1838647703 3898103.196857872),2,CTC/Arena,35.225,-80.84139,1
1764031,110531589,OAK: WILLOW,11.0,1,321 N CALDWELL ST,POINT (514905.2313767863 3898101.255694827),1,7th Street,35.22722,-80.83806,1
1764031,110531589,OAK: WILLOW,11.0,1,321 N CALDWELL ST,POINT (514905.2313767863 3898101.255694827),2,CTC/Arena,35.225,-80.84139,1
1764032,110531590,OAK: WILLOW,15.0,1,321 N CALDWELL ST,POINT (514924.30929704715 3898140.0448228433),0,9th Street,35.2297,-80.835,1
1764032,110531590,OAK: WILLOW,15.0,1,321 N CALDWELL ST,POINT (514924.30929704715 3898140.0448228433),1,7th Street,35.22722,-80.83806,1
1764033,110531591,OAK: WILLOW,17.0,1,418 E 7TH ST,POINT (514918.57200538507 3898145.378559288),0,9th Street,35.2297,-80.835,1
1764033,110531591,OAK: WILLOW,17.0,1,418 E 7TH ST,POINT (514918.57200538507 3898145.378559288),1,7th Street,35.22722,-80.83806,1
1764041,110531599,OAK: WILLOW,17.0,1,,POINT (515346.24064007687 3898278.053164628),0,9th Street,35.2297,-80.835,1
1764042,110531600,OAK: WILLOW,15.0,1,,POINT (515352.9627187183 3898272.1114114835),0,9th Street,35.2297,-80.835,1
1764088,110531646,OAK: WILLOW,10.0,1,703 E 9TH ST,POINT (515340.34199559805 3898119.881956443),0,9th Street,35.2297,-80.835,1
1764098,110531656,OAK: WILLOW,12.0,1,,POINT (515280.5895505847 3898088.5188345504),0,9th Street,35.2297,-80.835,1
1764099,110531657,OAK: WILLOW,13.0,1,,POINT (515287.2212072882 3898094.747147095),0,9th Street,35.2297,-80.835,1
1764100,110531658,OAK: WILLOW,11.0,1,702 E 9TH ST,POINT (515289.514658831 3898078.4541474483),0,9th Street,35.2297,-80.835,1
1764102,110531660,OAK: WILLOW,15.0,1,,POINT (514575.2127682372 3897546.0396971493),3,3rd St/Convention,35.22361,-80.84306,1
1764103,110531661,OAK: WILLOW,4.0,1,,POINT (514302.74465805886 3898240.3798956443),2,CTC/Arena,35.225,-80.84139,1
1764103,110531661,OAK: WILLOW,4.0,1,,POINT (514302.74465805886 3898240.3798956443),3,3rd St/Convention,35.22361,-80.84306,1
1764104,110531662,OAK: WILLOW,19.0,1,,POINT (514316.1894754969 3898227.4013814847),2,CTC/Arena,35.225,-80.84139,1
1764104,110531662,OAK: WILLOW,19.0,1,,POINT (514316.1894754969 3898227.4013814847),3,3rd St/Convention,35.22361,-80.84306,1
1764105,110531663,OAK: WILLOW,18.0,1,,POINT (514327.19282269105 3898214.9059387883),1,7th Street,35.22722,-80.83806,1
1764105,110531663,OAK: WILLOW,18.0,1,,POINT (514327.19282269105 3898214.9059387883),2,CTC/Arena,35.225,-80.84139,1
1764105,110531663,OAK: WILLOW,18.0,1,,POINT (514327.19282269105 3898214.9059387883),3,3rd St/Convention,35.22361,-80.84306,1
