INCIDENT_REPORT_ID,LOCATION,ZIP,LATITUDE_PUBLIC,LONGITUDE_PUBLIC,CMPD_PATROL_DIVISION,NPA,LOCATION_TYPE_DESCRIPTION,PLACE_TYPE_DESCRIPTION,PLACE_DETAIL_DESCRIPTION,HIGHEST_NIBRS_DESCRIPTION,date,year,hour,day_type,cluster,cluster_title,geometry,index_right,name,lat,lon,tempmax,tempmin,temp,precip,precipcover,cloudcover,humidity,windspeed,visibility,snow,conditions
20220704-0820-00,300 S BREVARD ST,28202,35.22,-80.84,Central,476,Outdoors,Open Area,Street/Highway,Motor Vehicle Theft,2022-07-04,2022,8,Weekday,1,Property Theft and Vandalism,POINT (-80.842269 35.223007),2,CTC/Arena,35.225,-80.84139,88.5,73.0,80.4,0.011,8.33,53.2,76.0,14.5,9.4,0.0,"Rain, Partially cloudy"
20220704-0820-00,300 S BREVARD ST,28202,35.22,-80.84,Central,476,Outdoors,Open Area,Street/Highway,Motor Vehicle Theft,2022-07-04,2022,8,Weekday,1,Property Theft and Vandalism,POINT (-80.842269 35.223007),3,3rd St/Convention,35.22361,-80.84306,88.5,73.0,80.4,0.011,8.33,53.2,76.0,14.5,9.4,0.0,"Rain, Partially cloudy"
20220704-0820-00,300 S BREVARD ST,28202,35.22,-80.84,Central,476,Outdoors,Open Area,Street/Highway,Motor Vehicle Theft,2022-07-04,2022,8,Weekday,1,Property Theft and Vandalism,POINT (-80.842269 35.223007),4,Brooklyn Village,35.22139,-80.84694,88.5,73.0,80.4,0.011,8.33,53.2,76.0,14.5,9.4,0.0,"Rain, Partially cloudy"
20230104-1325-00,400 S TRYON ST,28202,35.22,-80.85,Central,476,Outdoors,Commercial Place,Other - Commercial Place,Simple Assault,2023-01-04,2023,13,Weekday,4,Sexual Violent Crimes,POINT (-80.846381 35.22492),3,3rd St/Convention,35.22361,-80.84306,63.1,57.8,61.3,1.307,50.0,89.5,93.3,12.8,8.3,0.0,"Rain, Partially cloudy"
20230104-1325-00,400 S TRYON ST,28202,35.22,-80.85,Central,476,Outdoors,Commercial Place,Other - Commercial Place,Simple Assault,2023-01-04,2023,13,Weekday,4,Sexual Violent Crimes,POINT (-80.846381 35.22492),4,Brooklyn Village,35.22139,-80.84694,63.1,57.8,61.3,1.307,50.0,89.5,93.3,12.8,8.3,0.0,"Rain, Partially cloudy"
20180916-0854-01,900 SPINDLE ST,28206,35.23,-80.83,Central,476,Indoors,Residential,Private Residence,Sudden/Natural Death Investigation,2018-09-16,2018,8,Sunday,9,Non-Criminal Incident Reports,POINT (-80.831603 35.230929),0,9th Street,35.2297,-80.835,73.9,71.9,72.9,3.875,100.0,99.5,97.1,25.5,3.5,0.0,"Rain, Overcast"
20180523-1548-04,600 S TRYON ST,28202,35.22,-80.85,Central,476,Outdoors,Open Area,Construction Site,Sudden/Natural Death Investigation,2018-05-23,2018,15,Weekday,9,Non-Criminal Incident Reports,POINT (-80.848521 35.223455),4,Brooklyn Village,35.22139,-80.84694,86.8,71.1,77.6,0.0,0.0,74.8,76.5,10.0,9.9,0.0,Partially cloudy
20191125-1133-02,200 E BLAND ST,28203,35.22,-80.85,Central,3,Other,Commercial Place,Bar/Tavern/Nightclub,Other Unlisted Non-Criminal,2019-11-25,2019,11,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.854286 35.217008),6,Bland,35.21583,-80.85528,61.1,32.1,46.1,0.0,0.0,4.8,69.5,6.5,9.8,0.0,Clear
20230428-1602-03,600 N CHURCH ST,28202,35.23,-80.84,Central,476,Parking Deck,Residential,Apartment/Duplex Private Res,Intimidation,2023-04-28,2023,16,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.837638 35.232696),0,9th Street,35.2297,-80.835,75.8,60.6,67.8,0.844,25.0,78.8,77.1,14.2,9.1,0.0,"Rain, Partially cloudy"
20240703-0652-00,500 N DAVIDSON ST,28202,35.23,-80.83,Central,476,Indoors,Residential,Apartment/Duplex Private Res,All Other Offenses,2024-07-03,2024,6,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.832944 35.226699),0,9th Street,35.2297,-80.835,90.0,69.4,80.1,0.0,0.0,59.8,58.3,6.3,9.9,0.0,Partially cloudy
20260118-0023-00,500 NORTH ELLIS LN,28202,35.23,-80.84,Central,476,Indoors,Commercial Place,Restaurant/Diner/Coffee Shop,False Pretenses/Swindle,2026-01-18,2026,0,Sunday,0,Fraudulent Financial Crimes,POINT (-80.83672 35.228535),0,9th Street,35.2297,-80.835,48.6,28.7,39.5,0.268,54.17,47.9,83.0,12.2,8.2,0.2,"Rain, Partially cloudy"
20260118-0023-00,500 NORTH ELLIS LN,28202,35.23,-80.84,Central,476,Indoors,Commercial Place,Restaurant/Diner/Coffee Shop,False Pretenses/Swindle,2026-01-18,2026,0,Sunday,0,Fraudulent Financial Crimes,POINT (-80.83672 35.228535),1,7th Street,35.22722,-80.83806,48.6,28.7,39.5,0.268,54.17,47.9,83.0,12.2,8.2,0.2,"Rain, Partially cloudy"
20240229-1100-01,1300 SOUTH BV,28203,35.22,-80.85,Central,3,Indoors,Commercial Place,Other - Commercial Place,False Pretenses/Swindle,2024-02-29,2024,11,Weekday,0,Fraudulent Financial Crimes,POINT (-80.852115 35.216373),6,Bland,35.21583,-80.85528,53.0,38.0,45.2,0.0,0.0,58.3,32.2,12.3,9.9,0.0,Partially cloudy
20170215-2050-03,300 S COLLEGE ST,28202,35.22,-80.84,Central,476,Indoors,Commercial Place,Restaurant/Diner/Coffee Shop,All Other Thefts,2017-02-15,2017,20,Weekday,1,Property Theft and Vandalism,POINT (-80.844206 35.224709),2,CTC/Arena,35.225,-80.84139,59.9,43.4,51.1,0.422,16.67,54.6,54.3,15.5,9.3,0.0,"Rain, Partially cloudy"
20170215-2050-03,300 S COLLEGE ST,28202,35.22,-80.84,Central,476,Indoors,Commercial Place,Restaurant/Diner/Coffee Shop,All Other Thefts,2017-02-15,2017,20,Weekday,1,Property Theft and Vandalism,POINT (-80.844206 35.224709),3,3rd St/Convention,35.22361,-80.84306,59.9,43.4,51.1,0.422,16.67,54.6,54.3,15.5,9.3,0.0,"Rain, Partially cloudy"
20170215-2050-03,300 S COLLEGE ST,28202,35.22,-80.84,Central,476,Indoors,Commercial Place,Restaurant/Diner/Coffee Shop,All Other Thefts,2017-02-15,2017,20,Weekday,1,Property Theft and Vandalism,POINT (-80.844206 35.224709),4,Brooklyn Village,35.22139,-80.84694,59.9,43.4,51.1,0.422,16.67,54.6,54.3,15.5,9.3,0.0,"Rain, Partially cloudy"
20260112-0720-00,2000 SOUTH BV,28203,35.21,-80.86,Central,3,Indoors,Retail,Shopping Mall,Shoplifting,2026-01-12,2026,7,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.859833 35.209772),7,East/West,35.21194,-80.85917,50.0,26.7,37.3,0.0,0.0,12.3,47.3,7.7,9.9,0.0,Clear
20221109-0754-01,200 N COLLEGE ST,28202,35.23,-80.84,Central,476,Outdoors,Public/Non-Residential,Dock/Wharf/Freight/Modal Terminal,Motor Vehicle Theft,2022-11-09,2022,7,Weekday,1,Property Theft and Vandalism,POINT (-80.840856 35.227041),1,7th Street,35.22722,-80.83806,65.9,46.1,56.1,0.0,0.0,57.4,50.5,17.9,9.9,0.0,Partially cloudy
20221109-0754-01,200 N COLLEGE ST,28202,35.23,-80.84,Central,476,Outdoors,Public/Non-Residential,Dock/Wharf/Freight/Modal Terminal,Motor Vehicle Theft,2022-11-09,2022,7,Weekday,1,Property Theft and Vandalism,POINT (-80.840856 35.227041),2,CTC/Arena,35.225,-80.84139,65.9,46.1,56.1,0.0,0.0,57.4,50.5,17.9,9.9,0.0,Partially cloudy
20221109-0754-01,200 N COLLEGE ST,28202,35.23,-80.84,Central,476,Outdoors,Public/Non-Residential,Dock/Wharf/Freight/Modal Terminal,Motor Vehicle Theft,2022-11-09,2022,7,Weekday,1,Property Theft and Vandalism,POINT (-80.840856 35.227041),3,3rd St/Convention,35.22361,-80.84306,65.9,46.1,56.1,0.0,0.0,57.4,50.5,17.9,9.9,0.0,Partially cloudy
20240302-1932-04,600 S CALDWELL ST,28202,35.22,-80.85,Central,476,Indoors,Commercial Place,Hotel/Motel,Other Unlisted Non-Criminal,2024-03-02,2024,19,Saturday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.84663 35.219373),4,Brooklyn Village,35.22139,-80.84694,65.7,43.0,53.3,0.023,8.33,83.8,83.3,11.0,7.0,0.0,"Rain, Partially cloudy"
20170120-1656-01,600 E TRADE ST,28202,35.22,-80.84,Central,476,Indoors,Commercial Place,Bus - Charter/Tour Bus,Pocket-Picking,2017-01-20,2017,16,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.83802 35.222915),1,7th Street,35.22722,-80.83806,62.1,51.3,55.5,0.082,12.5,72.3,80.5,14.0,8.1,0.0,"Rain, Partially cloudy"
20170120-1656-01,600 E TRADE ST,28202,35.22,-80.84,Central,476,Indoors,Commercial Place,Bus - Charter/Tour Bus,Pocket-Picking,2017-01-20,2017,16,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.83802 35.222915),2,CTC/Arena,35.225,-80.84139,62.1,51.3,55.5,0.082,12.5,72.3,80.5,14.0,8.1,0.0,"Rain, Partially cloudy"
20200618-2050-06,100 N TRYON ST,28202,35.23,-80.84,Central,476,Outdoors,Commercial Place,Other - Commercial Place,Arson,2020-06-18,2020,20,Weekday,6,"""Violent and Harmful Offenses""",POINT (-80.843083 35.227199),2,CTC/Arena,35.225,-80.84139,79.7,64.1,70.3,0.021,16.67,72.2,76.2,10.7,9.8,0.0,"Rain, Partially cloudy"
20200618-2050-06,100 N TRYON ST,28202,35.23,-80.84,Central,476,Outdoors,Commercial Place,Other - Commercial Place,Arson,2020-06-18,2020,20,Weekday,6,"""Violent and Harmful Offenses""",POINT (-80.843083 35.227199),3,3rd St/Convention,35.22361,-80.84306,79.7,64.1,70.3,0.021,16.67,72.2,76.2,10.7,9.8,0.0,"Rain, Partially cloudy"
20170418-1759-01,2000 EUCLID AV,28213,35.21,-80.86,Providence,3,Indoors,Residential,Private Residence,Wire Fraud,2017-04-18,2017,17,Weekday,0,Fraudulent Financial Crimes,POINT (-80.857522 35.208109),7,East/West,35.21194,-80.85917,70.1,64.1,67.4,0.0,0.0,81.7,67.1,14.0,9.9,0.0,Partially cloudy
20180823-0715-01,300 S TRYON ST,28202,35.23,-80.85,Central,476,Outdoors,Public/Non-Residential,Other - Public/Non-Residential,All Other Thefts,2018-08-23,2018,7,Weekday,1,Property Theft and Vandalism,POINT (-80.845306 35.225651),2,CTC/Arena,35.225,-80.84139,80.9,65.7,73.1,0.0,0.0,25.3,57.1,12.7,9.3,0.0,Partially cloudy
20180823-0715-01,300 S TRYON ST,28202,35.23,-80.85,Central,476,Outdoors,Public/Non-Residential,Other - Public/Non-Residential,All Other Thefts,2018-08-23,2018,7,Weekday,1,Property Theft and Vandalism,POINT (-80.845306 35.225651),3,3rd St/Convention,35.22361,-80.84306,80.9,65.7,73.1,0.0,0.0,25.3,57.1,12.7,9.3,0.0,Partially cloudy
20230513-0556-01,300 S CHURCH ST,28202,35.23,-80.85,Central,476,Parking Deck,Commercial Place,Other - Commercial Place,Motor Vehicle Theft,2023-05-13,2023,5,Saturday,1,Property Theft and Vandalism,POINT (-80.847028 35.226138),3,3rd St/Convention,35.22361,-80.84306,83.5,68.9,74.5,0.151,8.33,88.1,75.5,9.2,9.2,0.0,"Rain, Partially cloudy"
20231008-1323-00,300 E 6TH ST,28202,35.23,-80.84,Central,476,Parking Deck,Open Area,Other - Open Area,Theft From Motor Vehicle,2023-10-08,2023,13,Sunday,1,Property Theft and Vandalism,POINT (-80.839745 35.227841),0,9th Street,35.2297,-80.835,67.6,43.1,54.6,0.0,0.0,14.6,52.8,9.1,9.9,0.0,Clear
20231008-1323-00,300 E 6TH ST,28202,35.23,-80.84,Central,476,Parking Deck,Open Area,Other - Open Area,Theft From Motor Vehicle,2023-10-08,2023,13,Sunday,1,Property Theft and Vandalism,POINT (-80.839745 35.227841),1,7th Street,35.22722,-80.83806,67.6,43.1,54.6,0.0,0.0,14.6,52.8,9.1,9.9,0.0,Clear
20231008-1323-00,300 E 6TH ST,28202,35.23,-80.84,Central,476,Parking Deck,Open Area,Other - Open Area,Theft From Motor Vehicle,2023-10-08,2023,13,Sunday,1,Property Theft and Vandalism,POINT (-80.839745 35.227841),2,CTC/Arena,35.225,-80.84139,67.6,43.1,54.6,0.0,0.0,14.6,52.8,9.1,9.9,0.0,Clear
20180904-1921-00,300 E TRADE ST,28202,35.23,-80.84,Central,476,Outdoors,Commercial Place,Stadium/Arena,Aggravated Assault,2018-09-04,2018,19,Weekday,4,Sexual Violent Crimes,POINT (-80.841973 35.226243),1,7th Street,35.22722,-80.83806,91.7,73.0,80.6,0.173,12.5,67.0,78.7,9.4,9.8,0.0,"Rain, Partially cloudy"
20180904-1921-00,300 E TRADE ST,28202,35.23,-80.84,Central,476,Outdoors,Commercial Place,Stadium/Arena,Aggravated Assault,2018-09-04,2018,19,Weekday,4,Sexual Violent Crimes,POINT (-80.841973 35.226243),2,CTC/Arena,35.225,-80.84139,91.7,73.0,80.6,0.173,12.5,67.0,78.7,9.4,9.8,0.0,"Rain, Partially cloudy"
20180904-1921-00,300 E TRADE ST,28202,35.23,-80.84,Central,476,Outdoors,Commercial Place,Stadium/Arena,Aggravated Assault,2018-09-04,2018,19,Weekday,4,Sexual Violent Crimes,POINT (-80.841973 35.226243),3,3rd St/Convention,35.22361,-80.84306,91.7,73.0,80.6,0.173,12.5,67.0,78.7,9.4,9.8,0.0,"Rain, Partially cloudy"
20220424-1522-01,200 E 3RD ST,28202,35.22,-80.84,Central,476,Parking Deck,Commercial Place,Hotel/Motel,Theft From Motor Vehicle,2022-04-24,2022,15,Sunday,1,Property Theft and Vandalism,POINT (-80.844206 35.224709),2,CTC/Arena,35.225,-80.84139,80.6,59.7,69.7,0.0,0.0,14.2,62.6,10.2,9.9,0.0,Clear
20220424-1522-01,200 E 3RD ST,28202,35.22,-80.84,Central,476,Parking Deck,Commercial Place,Hotel/Motel,Theft From Motor Vehicle,2022-04-24,2022,15,Sunday,1,Property Theft and Vandalism,POINT (-80.844206 35.224709),3,3rd St/Convention,35.22361,-80.84306,80.6,59.7,69.7,0.0,0.0,14.2,62.6,10.2,9.9,0.0,Clear
20220424-1522-01,200 E 3RD ST,28202,35.22,-80.84,Central,476,Parking Deck,Commercial Place,Hotel/Motel,Theft From Motor Vehicle,2022-04-24,2022,15,Sunday,1,Property Theft and Vandalism,POINT (-80.844206 35.224709),4,Brooklyn Village,35.22139,-80.84694,80.6,59.7,69.7,0.0,0.0,14.2,62.6,10.2,9.9,0.0,Clear
20220502-1730-00,100 S POPLAR ST,28202,35.23,-80.85,Central,476,Parking Deck,Public/Non-Residential,Other - Public/Non-Residential,Theft From Motor Vehicle,2022-05-02,2022,17,Weekday,1,Property Theft and Vandalism,POINT (-80.84514 35.228968),2,CTC/Arena,35.225,-80.84139,85.8,62.6,73.2,0.0,0.0,56.8,69.5,13.3,8.8,0.0,Partially cloudy
20231015-0441-00,200 E 7TH ST,28202,35.23,-80.84,Central,476,Parking Lot,Commercial Place,Other - Commercial Place,Theft From Motor Vehicle,2023-10-15,2023,4,Sunday,1,Property Theft and Vandalism,POINT (-80.838701 35.228585),0,9th Street,35.2297,-80.835,65.0,52.4,58.9,0.0,0.0,52.4,58.4,14.3,9.9,0.0,Partially cloudy
20231015-0441-00,200 E 7TH ST,28202,35.23,-80.84,Central,476,Parking Lot,Commercial Place,Other - Commercial Place,Theft From Motor Vehicle,2023-10-15,2023,4,Sunday,1,Property Theft and Vandalism,POINT (-80.838701 35.228585),1,7th Street,35.22722,-80.83806,65.0,52.4,58.9,0.0,0.0,52.4,58.4,14.3,9.9,0.0,Partially cloudy
20231015-0441-00,200 E 7TH ST,28202,35.23,-80.84,Central,476,Parking Lot,Commercial Place,Other - Commercial Place,Theft From Motor Vehicle,2023-10-15,2023,4,Sunday,1,Property Theft and Vandalism,POINT (-80.838701 35.228585),2,CTC/Arena,35.225,-80.84139,65.0,52.4,58.9,0.0,0.0,52.4,58.4,14.3,9.9,0.0,Partially cloudy
20181019-1035-00,300 N CALDWELL ST,28202,35.23,-80.84,Central,476,Parking Lot,Commercial Place,Other - Commercial Place,Theft From Motor Vehicle,2018-10-19,2018,10,Weekday,1,Property Theft and Vandalism,POINT (-80.836821 35.225305),1,7th Street,35.22722,-80.83806,69.4,43.0,56.5,0.0,0.0,27.9,72.3,8.9,9.6,0.0,Partially cloudy
20181019-1035-00,300 N CALDWELL ST,28202,35.23,-80.84,Central,476,Parking Lot,Commercial Place,Other - Commercial Place,Theft From Motor Vehicle,2018-10-19,2018,10,Weekday,1,Property Theft and Vandalism,POINT (-80.836821 35.225305),2,CTC/Arena,35.225,-80.84139,69.4,43.0,56.5,0.0,0.0,27.9,72.3,8.9,9.6,0.0,Partially cloudy
20230920-1351-02,100 N TRYON ST,28202,35.23,-80.84,Central,476,Outdoors,Open Area,Street/Highway,Other Unlisted Non-Criminal,2023-09-20,2023,13,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.843083 35.227199),2,CTC/Arena,35.225,-80.84139,81.8,62.2,72.3,0.0,0.0,85.5,61.6,6.4,9.8,0.0,Partially cloudy
20230920-1351-02,100 N TRYON ST,28202,35.23,-80.84,Central,476,Outdoors,Open Area,Street/Highway,Other Unlisted Non-Criminal,2023-09-20,2023,13,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.843083 35.227199),3,3rd St/Convention,35.22361,-80.84306,81.8,62.2,72.3,0.0,0.0,85.5,61.6,6.4,9.8,0.0,Partially cloudy
20241120-0720-02,700 E 7TH ST,28202,35.22,-80.83,Central,476,Outdoors,Residential,Apartment/Duplex Private Res,Theft From Motor Vehicle,2024-11-20,2024,7,Weekday,1,Property Theft and Vandalism,POINT (-80.833784 35.224416),1,7th Street,35.22722,-80.83806,65.0,51.7,61.3,0.363,37.5,91.1,86.7,18.8,5.9,0.0,"Rain, Overcast"
20220911-0701-00,500 N COLLEGE ST,28202,35.23,-80.84,Central,476,Indoors,Residential,Apartment/Duplex Private Res,All Other Thefts,2022-09-11,2022,7,Sunday,1,Property Theft and Vandalism,POINT (-80.837656 35.229332),0,9th Street,35.2297,-80.835,84.0,71.0,76.4,0.047,29.17,85.9,83.5,10.0,9.4,0.0,"Rain, Partially cloudy"
20220911-0701-00,500 N COLLEGE ST,28202,35.23,-80.84,Central,476,Indoors,Residential,Apartment/Duplex Private Res,All Other Thefts,2022-09-11,2022,7,Sunday,1,Property Theft and Vandalism,POINT (-80.837656 35.229332),1,7th Street,35.22722,-80.83806,84.0,71.0,76.4,0.047,29.17,85.9,83.5,10.0,9.4,0.0,"Rain, Partially cloudy"
20191124-1230-03,300 E TRADE ST,28202,35.23,-80.84,Central,476,Indoors,Commercial Place,Other - Commercial Place,Purse-Snatching,2019-11-24,2019,12,Sunday,7,"""Financial and Personal Crimes""",POINT (-80.841973 35.226243),1,7th Street,35.22722,-80.83806,57.9,41.8,48.7,0.0,0.0,22.1,66.8,9.8,9.4,0.0,Partially cloudy
20191124-1230-03,300 E TRADE ST,28202,35.23,-80.84,Central,476,Indoors,Commercial Place,Other - Commercial Place,Purse-Snatching,2019-11-24,2019,12,Sunday,7,"""Financial and Personal Crimes""",POINT (-80.841973 35.226243),2,CTC/Arena,35.225,-80.84139,57.9,41.8,48.7,0.0,0.0,22.1,66.8,9.8,9.4,0.0,Partially cloudy
20191124-1230-03,300 E TRADE ST,28202,35.23,-80.84,Central,476,Indoors,Commercial Place,Other - Commercial Place,Purse-Snatching,2019-11-24,2019,12,Sunday,7,"""Financial and Personal Crimes""",POINT (-80.841973 35.226243),3,3rd St/Convention,35.22361,-80.84306,57.9,41.8,48.7,0.0,0.0,22.1,66.8,9.8,9.4,0.0,Partially cloudy
20251021-0739-02,200 E MARTIN LUTHER KING JR BV,28202,35.22,-80.85,Central,476,Outdoors,Public/Non-Residential,Other - Public/Non-Residential,All Other Thefts,2025-10-21,2025,7,Weekday,1,Property Theft and Vandalism,POINT (-80.845254 35.223973),2,CTC/Arena,35.225,-80.84139,78.1,45.5,61.4,0.0,0.0,17.3,56.7,17.7,9.8,0.0,Clear
20251021-0739-02,200 E MARTIN LUTHER KING JR BV,28202,35.22,-80.85,Central,476,Outdoors,Public/Non-Residential,Other - Public/Non-Residential,All Other Thefts,2025-10-21,2025,7,Weekday,1,Property Theft and Vandalism,POINT (-80.845254 35.223973),3,3rd St/Convention,35.22361,-80.84306,78.1,45.5,61.4,0.0,0.0,17.3,56.7,17.7,9.8,0.0,Clear
20251021-0739-02,200 E MARTIN LUTHER KING JR BV,28202,35.22,-80.85,Central,476,Outdoors,Public/Non-Residential,Other - Public/Non-Residential,All Other Thefts,2025-10-21,2025,7,Weekday,1,Property Theft and Vandalism,POINT (-80.845254 35.223973),4,Brooklyn Village,35.22139,-80.84694,78.1,45.5,61.4,0.0,0.0,17.3,56.7,17.7,9.8,0.0,Clear
20211116-1747-00,700 N CALDWELL ST,28202,35.23,-80.83,Central,476,Indoors,Public/Non-Residential,School - Primary or Secondary,Forcible Fondling,2021-11-16,2021,17,Weekday,4,Sexual Violent Crimes,POINT (-80.832776 35.22815),0,9th Street,35.2297,-80.835,67.0,32.8,50.3,0.0,0.0,15.0,58.9,7.7,9.9,0.0,Clear
20240628-1326-03,100 E 5TH ST,28202,35.23,-80.84,Central,476,Indoors,Commercial Place,Bar/Tavern/Nightclub,All Other Thefts,2024-06-28,2024,13,Weekday,1,Property Theft and Vandalism,POINT (-80.841946 35.227994),1,7th Street,35.22722,-80.83806,90.9,70.7,81.3,0.0,0.0,57.6,64.6,14.1,9.8,0.0,Partially cloudy
20240628-1326-03,100 E 5TH ST,28202,35.23,-80.84,Central,476,Indoors,Commercial Place,Bar/Tavern/Nightclub,All Other Thefts,2024-06-28,2024,13,Weekday,1,Property Theft and Vandalism,POINT (-80.841946 35.227994),2,CTC/Arena,35.225,-80.84139,90.9,70.7,81.3,0.0,0.0,57.6,64.6,14.1,9.8,0.0,Partially cloudy
20190314-1315-01,300 E TRADE ST,28202,35.23,-80.84,Central,476,Other,Commercial Place,Stadium/Arena,False Pretenses/Swindle,2019-03-14,2019,13,Weekday,0,Fraudulent Financial Crimes,POINT (-80.841973 35.226243),1,7th Street,35.22722,-80.83806,74.7,48.1,61.7,0.0,0.0,63.5,65.7,16.0,9.9,0.0,Partially cloudy
20190314-1315-01,300 E TRADE ST,28202,35.23,-80.84,Central,476,Other,Commercial Place,Stadium/Arena,False Pretenses/Swindle,2019-03-14,2019,13,Weekday,0,Fraudulent Financial Crimes,POINT (-80.841973 35.226243),2,CTC/Arena,35.225,-80.84139,74.7,48.1,61.7,0.0,0.0,63.5,65.7,16.0,9.9,0.0,Partially cloudy
20190314-1315-01,300 E TRADE ST,28202,35.23,-80.84,Central,476,Other,Commercial Place,Stadium/Arena,False Pretenses/Swindle,2019-03-14,2019,13,Weekday,0,Fraudulent Financial Crimes,POINT (-80.841973 35.226243),3,3rd St/Convention,35.22361,-80.84306,74.7,48.1,61.7,0.0,0.0,63.5,65.7,16.0,9.9,0.0,Partially cloudy
20221029-1209-00,300 W BLAND ST,29203,35.22,-80.86,Central,339,Parking Lot,Public/Non-Residential,Other - Public/Non-Residential,All Other Offenses,2022-10-29,2022,12,Saturday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.857294 35.219246),6,Bland,35.21583,-80.85528,64.8,51.1,58.6,0.0,0.0,95.8,70.2,14.1,9.8,0.0,Overcast
20200417-1652-01,500 N COLLEGE ST,28202,35.23,-80.84,Central,476,Outdoors,Commercial Place,Bar/Tavern/Nightclub,Damage/Vandalism Of Property,2020-04-17,2020,16,Weekday,1,Property Theft and Vandalism,POINT (-80.837656 35.229332),0,9th Street,35.2297,-80.835,71.2,38.2,57.4,0.0,0.0,24.3,53.4,21.9,9.9,0.0,Partially cloudy
20200417-1652-01,500 N COLLEGE ST,28202,35.23,-80.84,Central,476,Outdoors,Commercial Place,Bar/Tavern/Nightclub,Damage/Vandalism Of Property,2020-04-17,2020,16,Weekday,1,Property Theft and Vandalism,POINT (-80.837656 35.229332),1,7th Street,35.22722,-80.83806,71.2,38.2,57.4,0.0,0.0,24.3,53.4,21.9,9.9,0.0,Partially cloudy
20240213-1641-01,200 W TRADE ST,28202,35.23,-80.84,Central,476,Indoors,Commercial Place,Hotel/Motel,All Other Thefts,2024-02-13,2024,16,Weekday,1,Property Theft and Vandalism,POINT (-80.844166 35.228131),2,CTC/Arena,35.225,-80.84139,58.9,42.4,52.7,0.013,4.17,20.5,50.6,18.4,9.9,0.0,"Rain, Partially cloudy"
20210317-1136-02,300 W TREMONT AV,28203,35.21,-80.86,Central,338,Indoors,Commercial Place,Office,All Other Thefts,2021-03-17,2021,11,Weekday,1,Property Theft and Vandalism,POINT (-80.86189 35.210672),7,East/West,35.21194,-80.85917,57.5,44.3,49.7,0.024,12.5,98.9,88.1,8.5,3.4,0.0,"Rain, Overcast"
20171023-1139-02,400 E MARTIN LUTHER KING JR BV,28202,35.22,-80.84,Central,476,Indoors,Commercial Place,Other - Commercial Place,All Other Thefts,2017-10-23,2017,11,Weekday,1,Property Theft and Vandalism,POINT (-80.843363 35.222248),2,CTC/Arena,35.225,-80.84139,73.1,61.1,67.9,1.753,58.33,80.6,91.1,27.5,8.9,0.0,"Rain, Partially cloudy"
20171023-1139-02,400 E MARTIN LUTHER KING JR BV,28202,35.22,-80.84,Central,476,Indoors,Commercial Place,Other - Commercial Place,All Other Thefts,2017-10-23,2017,11,Weekday,1,Property Theft and Vandalism,POINT (-80.843363 35.222248),3,3rd St/Convention,35.22361,-80.84306,73.1,61.1,67.9,1.753,58.33,80.6,91.1,27.5,8.9,0.0,"Rain, Partially cloudy"
20171023-1139-02,400 E MARTIN LUTHER KING JR BV,28202,35.22,-80.84,Central,476,Indoors,Commercial Place,Other - Commercial Place,All Other Thefts,2017-10-23,2017,11,Weekday,1,Property Theft and Vandalism,POINT (-80.843363 35.222248),4,Brooklyn Village,35.22139,-80.84694,73.1,61.1,67.9,1.753,58.33,80.6,91.1,27.5,8.9,0.0,"Rain, Partially cloudy"
20230524-1217-00,2100 SOUTH BV,28203,35.21,-80.86,Central,3,Indoors,Residential,Apartment/Duplex Private Res,Identity Theft,2023-05-24,2023,12,Weekday,1,Property Theft and Vandalism,POINT (-80.860343 35.207769),7,East/West,35.21194,-80.85917,78.0,56.8,68.0,0.0,0.0,53.9,42.4,14.6,9.8,0.0,Partially cloudy
20241226-2019-00,600 E BROOKLYN VILLAGE AV,28202,35.22,-80.84,Central,3,Parking Deck,Commercial Place,Other - Commercial Place,Intimidation,2024-12-26,2024,20,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.843542 35.219052),4,Brooklyn Village,35.22139,-80.84694,50.3,36.5,44.1,0.0,0.0,79.2,62.2,9.8,9.8,0.0,Partially cloudy
20250520-2012-00,1500 SOUTH BV,28203,35.21,-80.85,Central,3,Indoors,Retail,Department Store,Shoplifting,2025-05-20,2025,20,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.854568 35.214569),6,Bland,35.21583,-80.85528,82.0,67.4,74.1,0.0,0.0,81.1,65.9,11.0,9.5,0.0,Partially cloudy
20220926-1352-01,300 W BLAND ST,28203,35.22,-80.86,Central,339,Parking Lot,Commercial Place,Bar/Tavern/Nightclub,Theft From Motor Vehicle,2022-09-26,2022,13,Weekday,1,Property Theft and Vandalism,POINT (-80.857294 35.219246),6,Bland,35.21583,-80.85528,80.9,58.8,68.8,0.0,0.0,26.7,64.7,14.1,9.3,0.0,Partially cloudy
