INCIDENT_REPORT_ID,LOCATION,ZIP,LATITUDE_PUBLIC,LONGITUDE_PUBLIC,CMPD_PATROL_DIVISION,NPA,LOCATION_TYPE_DESCRIPTION,PLACE_TYPE_DESCRIPTION,PLACE_DETAIL_DESCRIPTION,HIGHEST_NIBRS_DESCRIPTION,date,year,hour,day_type,cluster,cluster_title,geometry,index_right,name,lat,lon,tempmax,tempmin,temp,precip,precipcover,cloudcover,humidity,windspeed,visibility,snow,conditions
20180911-1005-00,100 S TRYON ST,28202,35.23,-80.84,Central,476,Parking Lot,Open Area,Other - Open Area,Damage/Vandalism Of Property,2018-09-11,2018,10,Weekday,1,Property Theft and Vandalism,POINT (-80.843083 35.227199),2,CTC/Arena,35.225,-80.84139,88.7,72.8,78.9,0.699,20.83,85.4,81.0,11.0,9.0,0.0,"Rain, Partially cloudy"
20180911-1005-00,100 S TRYON ST,28202,35.23,-80.84,Central,476,Parking Lot,Open Area,Other - Open Area,Damage/Vandalism Of Property,2018-09-11,2018,10,Weekday,1,Property Theft and Vandalism,POINT (-80.843083 35.227199),3,3rd St/Convention,35.22361,-80.84306,88.7,72.8,78.9,0.699,20.83,85.4,81.0,11.0,9.0,0.0,"Rain, Partially cloudy"
20240427-0330-00,500 N TRYON ST,28208,35.23,-80.84,Central,476,Indoors,Retail,Convenience Store,Damage/Vandalism Of Property,2024-04-27,2024,3,Saturday,1,Property Theft and Vandalism,POINT (-80.838738 35.230244),0,9th Street,35.2297,-80.835,75.3,59.7,67.3,0.0,0.0,85.2,64.2,13.4,9.9,0.0,Partially cloudy
20230618-1420-03,1900 SOUTH BV,28203,35.21,-80.86,Central,3,Parking Lot,Commercial Place,Restaurant/Diner/Coffee Shop,Theft From Motor Vehicle,2023-06-18,2023,14,Sunday,1,Property Theft and Vandalism,POINT (-80.858795 35.210775),7,East/West,35.21194,-80.85917,87.9,65.4,76.9,0.0,0.0,39.9,52.5,9.1,7.7,0.0,Partially cloudy
20230613-1047-00,500 E 7TH ST,28202,35.23,-80.84,Central,476,Parking Lot,Residential,Apartment/Duplex Private Res,Motor Vehicle Theft,2023-06-13,2023,10,Weekday,1,Property Theft and Vandalism,POINT (-80.835717 35.226069),0,9th Street,35.2297,-80.835,79.2,61.3,70.7,0.0,0.0,58.8,60.8,10.5,9.9,0.0,Partially cloudy
20230613-1047-00,500 E 7TH ST,28202,35.23,-80.84,Central,476,Parking Lot,Residential,Apartment/Duplex Private Res,Motor Vehicle Theft,2023-06-13,2023,10,Weekday,1,Property Theft and Vandalism,POINT (-80.835717 35.226069),1,7th Street,35.22722,-80.83806,79.2,61.3,70.7,0.0,0.0,58.8,60.8,10.5,9.9,0.0,Partially cloudy
20180908-1451-02,300 S CHURCH ST,28202,35.23,-80.85,Central,476,Indoors,Commercial Place,Bar/Tavern/Nightclub,All Other Thefts,2018-09-08,2018,14,Saturday,1,Property Theft and Vandalism,POINT (-80.847028 35.226138),3,3rd St/Convention,35.22361,-80.84306,89.8,71.7,81.6,0.0,0.0,58.2,69.9,7.2,9.7,0.0,Partially cloudy
20180208-2137-00,400 N TRYON ST,28202,35.23,-80.84,Central,476,Outdoors,Public/Non-Residential,Other - Public/Non-Residential,All Other Offenses,2018-02-08,2018,21,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.839786 35.229505),0,9th Street,35.2297,-80.835,54.7,38.2,46.6,0.0,0.0,45.1,56.6,13.1,9.9,0.0,Partially cloudy
20180208-2137-00,400 N TRYON ST,28202,35.23,-80.84,Central,476,Outdoors,Public/Non-Residential,Other - Public/Non-Residential,All Other Offenses,2018-02-08,2018,21,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.839786 35.229505),1,7th Street,35.22722,-80.83806,54.7,38.2,46.6,0.0,0.0,45.1,56.6,13.1,9.9,0.0,Partially cloudy
20240902-1430-05,1300 S COLLEGE ST,28203,35.22,-80.85,Central,339,Outdoors,Residential,Apartment/Duplex Private Res,All Other Thefts,2024-09-02,2024,14,Weekday,1,Property Theft and Vandalism,POINT (-80.853307 35.217864),6,Bland,35.21583,-80.85528,87.1,72.9,78.9,0.0,0.0,53.0,73.7,13.4,9.2,0.0,Partially cloudy
20170127-1642-03,500 E 8TH ST,28202,35.23,-80.83,Central,476,Outdoors,Residential,Other - Residential,Weapon Law Violations,2017-01-27,2017,16,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.834672 35.226813),0,9th Street,35.2297,-80.835,50.3,31.7,40.1,0.0,0.0,21.8,53.4,14.8,9.9,0.0,Partially cloudy
20170127-1642-03,500 E 8TH ST,28202,35.23,-80.83,Central,476,Outdoors,Residential,Other - Residential,Weapon Law Violations,2017-01-27,2017,16,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.834672 35.226813),1,7th Street,35.22722,-80.83806,50.3,31.7,40.1,0.0,0.0,21.8,53.4,14.8,9.9,0.0,Partially cloudy
20211101-1420-00,300 ARLINGTON AV,28203,35.22,-80.85,Central,3,Indoors,Residential,Apartment/Duplex Private Res,All Other Thefts,2021-11-01,2021,14,Weekday,1,Property Theft and Vandalism,POINT (-80.852903 35.217197),6,Bland,35.21583,-80.85528,70.0,43.0,56.8,0.0,0.0,10.5,66.4,9.4,9.9,0.0,Clear
20240518-0817-01,1300 S TRYON ST,28203,35.22,-80.85,Central,339,Outdoors,Commercial Place,Bar/Tavern/Nightclub,Damage/Vandalism Of Property,2024-05-18,2024,8,Saturday,1,Property Theft and Vandalism,POINT (-80.853916 35.218303),6,Bland,35.21583,-80.85528,78.2,66.6,72.0,0.037,8.33,92.9,80.0,12.9,9.9,0.0,"Rain, Overcast"
20170203-0439-00,200 N COLLEGE ST,28202,35.23,-80.84,Central,476,Outdoors,Open Area,Street/Highway,Theft From Motor Vehicle,2017-02-03,2017,4,Weekday,1,Property Theft and Vandalism,POINT (-80.840856 35.227041),1,7th Street,35.22722,-80.83806,55.0,35.4,44.1,0.023,8.33,88.0,59.2,12.7,9.9,0.0,"Rain, Partially cloudy"
20170203-0439-00,200 N COLLEGE ST,28202,35.23,-80.84,Central,476,Outdoors,Open Area,Street/Highway,Theft From Motor Vehicle,2017-02-03,2017,4,Weekday,1,Property Theft and Vandalism,POINT (-80.840856 35.227041),2,CTC/Arena,35.225,-80.84139,55.0,35.4,44.1,0.023,8.33,88.0,59.2,12.7,9.9,0.0,"Rain, Partially cloudy"
20170203-0439-00,200 N COLLEGE ST,28202,35.23,-80.84,Central,476,Outdoors,Open Area,Street/Highway,Theft From Motor Vehicle,2017-02-03,2017,4,Weekday,1,Property Theft and Vandalism,POINT (-80.840856 35.227041),3,3rd St/Convention,35.22361,-80.84306,55.0,35.4,44.1,0.023,8.33,88.0,59.2,12.7,9.9,0.0,"Rain, Partially cloudy"
20190211-1850-02,200 S CALDWELL ST,28202,35.22,-80.84,Central,476,Outdoors,Open Area,Street/Highway,All Other Offenses,2019-02-11,2019,18,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.840194 35.222953),1,7th Street,35.22722,-80.83806,53.2,37.3,45.6,0.108,29.17,94.1,89.2,9.2,4.7,0.0,"Rain, Overcast"
20190211-1850-02,200 S CALDWELL ST,28202,35.22,-80.84,Central,476,Outdoors,Open Area,Street/Highway,All Other Offenses,2019-02-11,2019,18,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.840194 35.222953),2,CTC/Arena,35.225,-80.84139,53.2,37.3,45.6,0.108,29.17,94.1,89.2,9.2,4.7,0.0,"Rain, Overcast"
20190211-1850-02,200 S CALDWELL ST,28202,35.22,-80.84,Central,476,Outdoors,Open Area,Street/Highway,All Other Offenses,2019-02-11,2019,18,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.840194 35.222953),3,3rd St/Convention,35.22361,-80.84306,53.2,37.3,45.6,0.108,29.17,94.1,89.2,9.2,4.7,0.0,"Rain, Overcast"
20230818-0815-00,600 E TRADE ST,28202,35.22,-80.84,Central,476,Indoors,Public/Non-Residential,Government Building,False Pretenses/Swindle,2023-08-18,2023,8,Weekday,0,Fraudulent Financial Crimes,POINT (-80.83802 35.222915),1,7th Street,35.22722,-80.83806,89.5,68.4,78.4,0.0,0.0,24.0,61.5,9.3,9.9,0.0,Partially cloudy
20230818-0815-00,600 E TRADE ST,28202,35.22,-80.84,Central,476,Indoors,Public/Non-Residential,Government Building,False Pretenses/Swindle,2023-08-18,2023,8,Weekday,0,Fraudulent Financial Crimes,POINT (-80.83802 35.222915),2,CTC/Arena,35.225,-80.84139,89.5,68.4,78.4,0.0,0.0,24.0,61.5,9.3,9.9,0.0,Partially cloudy
20201229-1746-00,1800 SOUTH BV,28203,35.21,-80.86,Central,3,Parking Lot,Commercial Place,Restaurant/Diner/Coffee Shop,Theft From Motor Vehicle,2020-12-29,2020,17,Weekday,1,Property Theft and Vandalism,POINT (-80.857709 35.211751),7,East/West,35.21194,-80.85917,57.0,33.3,45.7,0.0,0.0,27.5,64.6,11.5,9.6,0.0,Partially cloudy
20180104-1501-00,300 S TRYON ST,28202,35.23,-80.85,Central,476,Indoors,Commercial Place,Financial Institution,Counterfeiting/Forgery,2018-01-04,2018,15,Weekday,8,Fraudulent Identity Crimes,POINT (-80.845306 35.225651),2,CTC/Arena,35.225,-80.84139,34.0,19.4,25.5,0.0,0.0,8.6,40.6,16.4,9.9,0.0,Clear
20180104-1501-00,300 S TRYON ST,28202,35.23,-80.85,Central,476,Indoors,Commercial Place,Financial Institution,Counterfeiting/Forgery,2018-01-04,2018,15,Weekday,8,Fraudulent Identity Crimes,POINT (-80.845306 35.225651),3,3rd St/Convention,35.22361,-80.84306,34.0,19.4,25.5,0.0,0.0,8.6,40.6,16.4,9.9,0.0,Clear
20210319-0054-01,2200 HAWKINS ST,28203,35.21,-80.86,Central,338,Indoors,Residential,Apartment/Duplex Private Res,Forcible Rape,2021-03-19,2021,0,Weekday,4,Sexual Violent Crimes,POINT (-80.863631 35.208609),7,East/West,35.21194,-80.85917,57.3,47.0,52.2,0.075,16.67,83.7,67.7,20.8,9.5,0.0,"Rain, Partially cloudy"
20221222-0850-03,500 N CALDWELL ST,28202,35.23,-80.83,Central,476,Indoors,Residential,Apartment/Duplex Private Res,Other Unlisted Non-Criminal,2022-12-22,2022,8,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.833772 35.227445),0,9th Street,35.2297,-80.835,44.1,37.2,40.7,1.383,58.33,100.0,93.6,16.5,4.6,0.0,"Rain, Overcast"
20221222-0850-03,500 N CALDWELL ST,28202,35.23,-80.83,Central,476,Indoors,Residential,Apartment/Duplex Private Res,Other Unlisted Non-Criminal,2022-12-22,2022,8,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.833772 35.227445),1,7th Street,35.22722,-80.83806,44.1,37.2,40.7,1.383,58.33,100.0,93.6,16.5,4.6,0.0,"Rain, Overcast"
20171022-0207-02,100 W 4TH ST,28202,35.23,-80.84,Central,476,Outdoors,Open Area,Street/Highway,Public Accident,2017-10-22,2017,2,Sunday,9,Non-Criminal Incident Reports,POINT (-80.844208 35.226412),2,CTC/Arena,35.225,-80.84139,78.1,50.3,66.2,0.0,0.0,53.8,72.7,8.7,9.5,0.0,Partially cloudy
20171022-0207-02,100 W 4TH ST,28202,35.23,-80.84,Central,476,Outdoors,Open Area,Street/Highway,Public Accident,2017-10-22,2017,2,Sunday,9,Non-Criminal Incident Reports,POINT (-80.844208 35.226412),3,3rd St/Convention,35.22361,-80.84306,78.1,50.3,66.2,0.0,0.0,53.8,72.7,8.7,9.5,0.0,Partially cloudy
20240110-1009-00,400 S DAVIDSON ST,28202,35.22,-80.84,Central,476,Parking Lot,Public/Non-Residential,School - Primary or Secondary,Vehicle Recovery,2024-01-10,2024,10,Weekday,1,Property Theft and Vandalism,POINT (-80.841999 35.220123),3,3rd St/Convention,35.22361,-80.84306,50.1,37.9,43.9,0.01,4.17,41.6,56.5,25.7,9.9,0.0,"Rain, Partially cloudy"
20240110-1009-00,400 S DAVIDSON ST,28202,35.22,-80.84,Central,476,Parking Lot,Public/Non-Residential,School - Primary or Secondary,Vehicle Recovery,2024-01-10,2024,10,Weekday,1,Property Theft and Vandalism,POINT (-80.841999 35.220123),4,Brooklyn Village,35.22139,-80.84694,50.1,37.9,43.9,0.01,4.17,41.6,56.5,25.7,9.9,0.0,"Rain, Partially cloudy"
20210905-0756-04,100 W SUMMIT AV,28203,35.22,-80.86,Central,339,Outdoors,Open Area,Street/Highway,Damage/Vandalism Of Property,2021-09-05,2021,7,Sunday,1,Property Theft and Vandalism,POINT (-80.857907 35.217345),6,Bland,35.21583,-80.85528,85.6,60.6,72.8,0.0,0.0,45.2,65.8,9.7,9.9,0.0,Partially cloudy
20170117-1159-00,200 E TRADE ST,28202,35.23,-80.84,Central,476,Indoors,Commercial Place,Other - Commercial Place,Burglary/B&E,2017-01-17,2017,11,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.841973 35.226243),1,7th Street,35.22722,-80.83806,63.9,48.9,55.9,0.0,0.0,83.0,84.3,14.1,6.8,0.0,Partially cloudy
20170117-1159-00,200 E TRADE ST,28202,35.23,-80.84,Central,476,Indoors,Commercial Place,Other - Commercial Place,Burglary/B&E,2017-01-17,2017,11,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.841973 35.226243),2,CTC/Arena,35.225,-80.84139,63.9,48.9,55.9,0.0,0.0,83.0,84.3,14.1,6.8,0.0,Partially cloudy
20170117-1159-00,200 E TRADE ST,28202,35.23,-80.84,Central,476,Indoors,Commercial Place,Other - Commercial Place,Burglary/B&E,2017-01-17,2017,11,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.841973 35.226243),3,3rd St/Convention,35.22361,-80.84306,63.9,48.9,55.9,0.0,0.0,83.0,84.3,14.1,6.8,0.0,Partially cloudy
20230610-2330-03,200 W TREMONT AV,28203,35.21,-80.86,Central,388,Outdoors,Commercial Place,Bar/Tavern/Nightclub,Disorderly Conduct,2023-06-10,2023,23,Saturday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.86189 35.210672),7,East/West,35.21194,-80.85917,83.7,55.6,71.0,0.0,0.0,35.7,54.9,8.9,8.4,0.0,Partially cloudy
20170914-0000-04,200 S TRYON ST,28202,35.23,-80.84,Central,476,Outdoors,Open Area,Other - Open Area,Drug/Narcotic Violations,2017-09-14,2017,0,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.844208 35.226412),2,CTC/Arena,35.225,-80.84139,80.1,65.8,71.9,0.0,0.0,62.4,76.9,9.9,9.8,0.0,Partially cloudy
20170914-0000-04,200 S TRYON ST,28202,35.23,-80.84,Central,476,Outdoors,Open Area,Other - Open Area,Drug/Narcotic Violations,2017-09-14,2017,0,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.844208 35.226412),3,3rd St/Convention,35.22361,-80.84306,80.1,65.8,71.9,0.0,0.0,62.4,76.9,9.9,9.8,0.0,Partially cloudy
20210429-0057-00,600 E TRADE ST,28202,35.22,-80.84,Central,476,Other,Open Area,Other - Open Area,Missing Person,2021-04-29,2021,0,Weekday,9,Non-Criminal Incident Reports,POINT (-80.83802 35.222915),1,7th Street,35.22722,-80.83806,82.8,64.7,74.4,0.0,0.0,73.3,62.8,17.6,9.9,0.0,Partially cloudy
20210429-0057-00,600 E TRADE ST,28202,35.22,-80.84,Central,476,Other,Open Area,Other - Open Area,Missing Person,2021-04-29,2021,0,Weekday,9,Non-Criminal Incident Reports,POINT (-80.83802 35.222915),2,CTC/Arena,35.225,-80.84139,82.8,64.7,74.4,0.0,0.0,73.3,62.8,17.6,9.9,0.0,Partially cloudy
20250903-0643-00,400 N COLLEGE ST,28202,35.23,-80.84,Central,476,Parking Lot,Commercial Place,Bar/Tavern/Nightclub,Theft From Motor Vehicle,2025-09-03,2025,6,Weekday,1,Property Theft and Vandalism,POINT (-80.838701 35.228585),0,9th Street,35.2297,-80.835,78.8,58.4,69.4,0.0,0.0,28.6,66.8,9.2,9.8,0.0,Partially cloudy
20250903-0643-00,400 N COLLEGE ST,28202,35.23,-80.84,Central,476,Parking Lot,Commercial Place,Bar/Tavern/Nightclub,Theft From Motor Vehicle,2025-09-03,2025,6,Weekday,1,Property Theft and Vandalism,POINT (-80.838701 35.228585),1,7th Street,35.22722,-80.83806,78.8,58.4,69.4,0.0,0.0,28.6,66.8,9.2,9.8,0.0,Partially cloudy
20250903-0643-00,400 N COLLEGE ST,28202,35.23,-80.84,Central,476,Parking Lot,Commercial Place,Bar/Tavern/Nightclub,Theft From Motor Vehicle,2025-09-03,2025,6,Weekday,1,Property Theft and Vandalism,POINT (-80.838701 35.228585),2,CTC/Arena,35.225,-80.84139,78.8,58.4,69.4,0.0,0.0,28.6,66.8,9.2,9.8,0.0,Partially cloudy
20180905-1105-02,200 E BLAND ST,28203,35.22,-80.85,Central,3,Indoors,Residential,Other - Residential,All Other Thefts,2018-09-05,2018,11,Weekday,1,Property Theft and Vandalism,POINT (-80.854286 35.217008),6,Bland,35.21583,-80.85528,90.9,72.0,81.9,0.0,0.0,70.0,74.2,8.2,9.0,0.0,Partially cloudy
20241008-0426-00,100 E TRADE ST,28202,35.23,-80.84,Central,476,Outdoors,Open Area,Street/Highway,Simple Assault,2024-10-08,2024,4,Weekday,4,Sexual Violent Crimes,POINT (-80.843083 35.227199),2,CTC/Arena,35.225,-80.84139,76.3,58.8,67.3,0.0,0.0,19.7,56.3,12.5,9.6,0.0,Clear
20241008-0426-00,100 E TRADE ST,28202,35.23,-80.84,Central,476,Outdoors,Open Area,Street/Highway,Simple Assault,2024-10-08,2024,4,Weekday,4,Sexual Violent Crimes,POINT (-80.843083 35.227199),3,3rd St/Convention,35.22361,-80.84306,76.3,58.8,67.3,0.0,0.0,19.7,56.3,12.5,9.6,0.0,Clear
20201007-1444-02,200 W 9TH ST,28202,35.23,-80.84,Central,476,Outdoors,Open Area,Other - Open Area,Aggravated Assault,2020-10-07,2020,14,Weekday,4,Sexual Violent Crimes,POINT (-80.838719 35.231934),0,9th Street,35.2297,-80.835,81.3,54.7,67.5,0.0,0.0,23.4,72.6,7.6,9.4,0.0,Partially cloudy
20210430-2114-02,300 W BLAND ST,28203,35.22,-80.86,Central,339,Outdoors,Open Area,Street/Highway,Simple Assault,2021-04-30,2021,21,Weekday,4,Sexual Violent Crimes,POINT (-80.857294 35.219246),6,Bland,35.21583,-80.85528,78.9,65.1,72.1,0.0,0.0,57.1,47.0,12.8,9.9,0.0,Partially cloudy
20190301-1143-01,2000 EUCLID AV,28203,35.21,-80.86,Providence,3,Outdoors,Open Area,Street/Highway,Theft From Motor Vehicle,2019-03-01,2019,11,Weekday,1,Property Theft and Vandalism,POINT (-80.857522 35.208109),7,East/West,35.21194,-80.85917,58.8,43.1,53.2,0.881,41.67,95.6,92.6,15.6,4.5,0.0,"Rain, Overcast"
20200701-0539-00,400 E TRADE ST,28202,35.22,-80.84,Central,476,Indoors,Commercial Place,Hotel/Motel,Trespass Of Real Property,2020-07-01,2020,5,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.839996 35.224569),1,7th Street,35.22722,-80.83806,87.4,71.8,77.6,0.107,12.5,56.0,77.6,7.0,9.7,0.0,"Rain, Partially cloudy"
20200701-0539-00,400 E TRADE ST,28202,35.22,-80.84,Central,476,Indoors,Commercial Place,Hotel/Motel,Trespass Of Real Property,2020-07-01,2020,5,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.839996 35.224569),2,CTC/Arena,35.225,-80.84139,87.4,71.8,77.6,0.107,12.5,56.0,77.6,7.0,9.7,0.0,"Rain, Partially cloudy"
20200701-0539-00,400 E TRADE ST,28202,35.22,-80.84,Central,476,Indoors,Commercial Place,Hotel/Motel,Trespass Of Real Property,2020-07-01,2020,5,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.839996 35.224569),3,3rd St/Convention,35.22361,-80.84306,87.4,71.8,77.6,0.107,12.5,56.0,77.6,7.0,9.7,0.0,"Rain, Partially cloudy"
20250828-1420-00,300 E TRADE ST,28202,35.23,-80.84,Central,476,Outdoors,Retail,Other - Retail,All Other Thefts,2025-08-28,2025,14,Weekday,1,Property Theft and Vandalism,POINT (-80.841973 35.226243),1,7th Street,35.22722,-80.83806,82.7,63.6,71.7,0.0,0.0,45.9,59.3,7.0,9.7,0.0,Partially cloudy
20250828-1420-00,300 E TRADE ST,28202,35.23,-80.84,Central,476,Outdoors,Retail,Other - Retail,All Other Thefts,2025-08-28,2025,14,Weekday,1,Property Theft and Vandalism,POINT (-80.841973 35.226243),2,CTC/Arena,35.225,-80.84139,82.7,63.6,71.7,0.0,0.0,45.9,59.3,7.0,9.7,0.0,Partially cloudy
20250828-1420-00,300 E TRADE ST,28202,35.23,-80.84,Central,476,Outdoors,Retail,Other - Retail,All Other Thefts,2025-08-28,2025,14,Weekday,1,Property Theft and Vandalism,POINT (-80.841973 35.226243),3,3rd St/Convention,35.22361,-80.84306,82.7,63.6,71.7,0.0,0.0,45.9,59.3,7.0,9.7,0.0,Partially cloudy
20180714-1612-01,100 E 5TH ST,28202,35.23,-80.84,Central,476,Outdoors,Open Area,Street/Highway,All Other Offenses,2018-07-14,2018,16,Saturday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.841946 35.227994),1,7th Street,35.22722,-80.83806,90.8,72.5,80.3,0.008,4.17,61.1,67.1,7.7,9.5,0.0,"Rain, Partially cloudy"
20180714-1612-01,100 E 5TH ST,28202,35.23,-80.84,Central,476,Outdoors,Open Area,Street/Highway,All Other Offenses,2018-07-14,2018,16,Saturday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.841946 35.227994),2,CTC/Arena,35.225,-80.84139,90.8,72.5,80.3,0.008,4.17,61.1,67.1,7.7,9.5,0.0,"Rain, Partially cloudy"
20251118-1803-00,2200 HAWKINS ST,28203,35.21,-80.86,Central,338,Indoors,Residential,Apartment/Duplex Private Res,All Other Thefts,2025-11-18,2025,18,Weekday,1,Property Theft and Vandalism,POINT (-80.863631 35.208609),7,East/West,35.21194,-80.85917,67.9,37.1,53.7,0.0,0.0,17.9,43.8,11.0,9.6,0.0,Clear
20221117-2117-01,100 N TRYON ST,28202,35.23,-80.84,Central,476,Outdoors,Open Area,Street/Highway,Motor Vehicle Theft,2022-11-17,2022,21,Weekday,1,Property Theft and Vandalism,POINT (-80.843083 35.227199),2,CTC/Arena,35.225,-80.84139,49.7,31.5,39.6,0.0,0.0,15.1,57.3,10.1,9.9,0.0,Clear
20221117-2117-01,100 N TRYON ST,28202,35.23,-80.84,Central,476,Outdoors,Open Area,Street/Highway,Motor Vehicle Theft,2022-11-17,2022,21,Weekday,1,Property Theft and Vandalism,POINT (-80.843083 35.227199),3,3rd St/Convention,35.22361,-80.84306,49.7,31.5,39.6,0.0,0.0,15.1,57.3,10.1,9.9,0.0,Clear
20220817-1644-02,600 N DAVIDSON ST,28202,35.23,-80.83,Central,476,Indoors,Retail,Convenience Store,False Pretenses/Swindle,2022-08-17,2022,16,Weekday,0,Fraudulent Financial Crimes,POINT (-80.831546 35.22752),0,9th Street,35.2297,-80.835,81.5,66.5,73.3,0.0,0.0,87.8,75.0,8.3,9.9,0.0,Partially cloudy
20220401-0351-06,300 S TRYON ST,28202,35.23,-80.85,Central,476,Outdoors,Open Area,Street/Highway,Other Unlisted Non-Criminal,2022-04-01,2022,3,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.845306 35.225651),2,CTC/Arena,35.225,-80.84139,71.7,52.3,61.7,0.0,0.0,17.0,37.3,13.8,9.9,0.0,Clear
20220401-0351-06,300 S TRYON ST,28202,35.23,-80.85,Central,476,Outdoors,Open Area,Street/Highway,Other Unlisted Non-Criminal,2022-04-01,2022,3,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.845306 35.225651),3,3rd St/Convention,35.22361,-80.84306,71.7,52.3,61.7,0.0,0.0,17.0,37.3,13.8,9.9,0.0,Clear
20220730-1941-02,300 S CHURCH ST,28202,35.23,-80.85,Central,476,Outdoors,Open Area,Other - Open Area,Simple Assault,2022-07-30,2022,19,Saturday,4,Sexual Violent Crimes,POINT (-80.847028 35.226138),3,3rd St/Convention,35.22361,-80.84306,89.6,73.2,80.9,0.674,25.0,73.8,75.2,13.9,9.3,0.0,"Rain, Partially cloudy"
20230215-1405-02,600 E TRADE ST,28202,35.22,-80.84,Central,476,Other,Open Area,Cyberspace,Pornography/Obscene Material,2023-02-15,2023,14,Weekday,2,Sexual Offenses Against Privacy,POINT (-80.83802 35.222915),1,7th Street,35.22722,-80.83806,67.7,45.7,56.6,0.0,0.0,81.9,62.7,11.2,9.9,0.0,Partially cloudy
20230215-1405-02,600 E TRADE ST,28202,35.22,-80.84,Central,476,Other,Open Area,Cyberspace,Pornography/Obscene Material,2023-02-15,2023,14,Weekday,2,Sexual Offenses Against Privacy,POINT (-80.83802 35.222915),2,CTC/Arena,35.225,-80.84139,67.7,45.7,56.6,0.0,0.0,81.9,62.7,11.2,9.9,0.0,Partially cloudy
20230210-0805-03,600 E TRADE ST,28202,35.22,-80.84,Central,476,Outdoors,Open Area,Street/Highway,Intimidation,2023-02-10,2023,8,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.83802 35.222915),1,7th Street,35.22722,-80.83806,69.2,52.8,61.0,0.125,16.67,85.1,66.8,12.9,9.6,0.0,"Rain, Partially cloudy"
20230210-0805-03,600 E TRADE ST,28202,35.22,-80.84,Central,476,Outdoors,Open Area,Street/Highway,Intimidation,2023-02-10,2023,8,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.83802 35.222915),2,CTC/Arena,35.225,-80.84139,69.2,52.8,61.0,0.125,16.67,85.1,66.8,12.9,9.6,0.0,"Rain, Partially cloudy"
20180419-0719-06,1400 S TRYON ST,28202,35.22,-80.86,Central,339,Indoors,Public/Non-Residential,Government Building,Theft of Motor Vehicle Parts from Vehicle,2018-04-19,2018,7,Weekday,1,Property Theft and Vandalism,POINT (-80.855588 35.216686),6,Bland,35.21583,-80.85528,73.9,48.0,66.1,0.0,0.0,13.5,42.5,19.6,9.9,0.0,Clear
20240924-0929-03,100 S TRYON ST,28202,35.23,-80.84,Central,476,Indoors,Commercial Place,Other - Commercial Place,Trespass Of Real Property,2024-09-24,2024,9,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.843083 35.227199),2,CTC/Arena,35.225,-80.84139,83.6,73.1,76.9,0.116,8.33,91.2,82.7,7.3,7.1,0.0,"Rain, Overcast"
20240924-0929-03,100 S TRYON ST,28202,35.23,-80.84,Central,476,Indoors,Commercial Place,Other - Commercial Place,Trespass Of Real Property,2024-09-24,2024,9,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.843083 35.227199),3,3rd St/Convention,35.22361,-80.84306,83.6,73.1,76.9,0.116,8.33,91.2,82.7,7.3,7.1,0.0,"Rain, Overcast"
20190624-0947-02,500 E 4TH ST,28202,35.22,-80.84,Central,476,Indoors,Open Area,Street/Highway,Other Unlisted Non-Criminal,2019-06-24,2019,9,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.840194 35.222953),1,7th Street,35.22722,-80.83806,91.9,70.6,80.2,0.159,12.5,39.4,70.5,13.8,8.3,0.0,"Rain, Partially cloudy"
20190624-0947-02,500 E 4TH ST,28202,35.22,-80.84,Central,476,Indoors,Open Area,Street/Highway,Other Unlisted Non-Criminal,2019-06-24,2019,9,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.840194 35.222953),2,CTC/Arena,35.225,-80.84139,91.9,70.6,80.2,0.159,12.5,39.4,70.5,13.8,8.3,0.0,"Rain, Partially cloudy"
